Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
1/16/2017 8:00:22 AM,Med Annex2,Accepted Online,2019,Med Student 405
1/16/2017 8:09:02 AM,MED #4 KL,Accepted Online,{null},{null}
1/16/2017 8:18:23 AM,Med Annex2,Accepted Online,{null},Faculty
1/16/2017 8:18:41 AM,Med Annex2,Accepted Online,{null},{null}
1/16/2017 9:00:11 AM,Med Annex2,Accepted Online,2019,Med Student 404
1/16/2017 9:33:13 AM,MED #6 KL,Accepted Online,2019,Med Student 337
1/16/2017 10:04:35 AM,Med Annex2,Accepted Online,2020,Med Student 505
1/16/2017 10:09:40 AM,MED #8 KL,Accepted Online,2020,Med Student 473
1/16/2017 10:18:18 AM,Med Annex2,Accepted Online,2019,Med Student 318
1/16/2017 10:29:55 AM,MED #4 KL,Accepted Online,{null},{null}
1/16/2017 10:53:11 AM,MED #8 KL,Accepted Online,2020,Med Student 476
1/16/2017 10:53:52 AM,MED #8 KL,Accepted Online,2019,Med Student 427
1/16/2017 11:16:59 AM,MED #8 KL,Accepted Online,{null},Faculty
1/16/2017 11:26:01 AM,MED #8 KL,Accepted Online,2020,Med Student 484
1/16/2017 11:27:18 AM,MED #8 KL,Accepted Online,2019,Med Student 427
1/16/2017 11:28:09 AM,Med Annex2,Accepted Online,2019,Med Student 318
1/16/2017 11:28:22 AM,MED #8 KL,Accepted Online,2020,Med Student 476
1/16/2017 11:30:32 AM,MED #8 KL,Accepted Online,2020,Med Student 484
1/16/2017 11:33:28 AM,Med Annex2,Accepted Online,{null},Staff
1/16/2017 11:35:29 AM,MED #8 KL,Accepted Online,2019,Med Student 426
1/16/2017 11:37:12 AM,Med Annex1,Accepted Online,2019,Med Student 325
1/16/2017 11:39:04 AM,Med Annex2,Accepted Online,2020,Med Student 536
1/16/2017 11:57:17 AM,Med Annex1,Accepted Online,2019,Med Student 404
1/16/2017 12:01:13 PM,MED #8 KL,Accepted Online,2019,Med Student 426
1/16/2017 12:06:51 PM,MED #8 KL,Accepted Online,2020,Med Student 567
1/16/2017 12:20:32 PM,Med Annex2,Accepted Online,2019,Med Student 397
1/16/2017 12:36:35 PM,MED #8 KL,perm sch invalid,{null},{null}
1/16/2017 12:37:48 PM,Med Annex2,Accepted Online,2019,Med Student 366
1/16/2017 12:53:14 PM,MED #4 KL,Accepted Online,2019,Med Student 372
1/16/2017 12:58:10 PM,Med Annex2,Accepted Online,2019,Med Student 318
1/16/2017 12:58:29 PM,Med Annex2,Accepted Online,2019,Med Student 390
1/16/2017 1:03:06 PM,MED #8 KL,Accepted Online,2020,Med Student 478
1/16/2017 1:05:26 PM,MED #8 KL,Accepted Online,2020,Med Student 478
1/16/2017 1:09:24 PM,Med Annex1,Accepted Online,2019,Med Student 390
1/16/2017 1:15:04 PM,MED #4 KL,Accepted Online,2019,Med Student 372
1/16/2017 1:21:13 PM,MED #8 KL,Accepted Online,2019,Med Student 355
1/16/2017 1:21:40 PM,Med Annex1,Accepted Online,2019,Med Student 318
1/16/2017 1:22:58 PM,MED #8 KL,Accepted Online,2019,Med Student 426
1/16/2017 1:23:51 PM,MED #9 KL,Accepted Online,{null},{null}
1/16/2017 1:23:57 PM,Med #2 KL,Accepted Online,{null},{null}
1/16/2017 1:25:21 PM,MED #7 KL,Accepted Online,{null},Faculty
1/16/2017 1:25:24 PM,MED #8 KL,Accepted Online,2020,Med Student 567
1/16/2017 1:27:59 PM,MED #8 KL,Accepted Online,2020,Med Student 567
1/16/2017 1:33:50 PM,Med Annex1,Accepted Online,2019,Med Student 366
1/16/2017 1:34:10 PM,Med Annex2,Accepted Online,2020,Med Student 456
1/16/2017 1:40:57 PM,MED #8 KL,Accepted Online,2020,Med Student 484
1/16/2017 1:48:47 PM,Med Annex1,Accepted Online,2019,Med Student 390
1/16/2017 1:55:13 PM,MED #8 KL,Accepted Online,2020,Med Student 473
1/16/2017 1:56:50 PM,Med Annex2,Accepted Online,2020,Med Student 564
1/16/2017 2:02:32 PM,MED #4 KL,Accepted Online,2019,Med Student 372
1/16/2017 2:03:51 PM,Med Annex1,Accepted Online,2020,Med Student 464
1/16/2017 2:13:11 PM,Med Annex2,Accepted Online,2020,Med Student 564
1/16/2017 2:15:15 PM,Med Annex2,Accepted Online,2020,Med Student 495
1/16/2017 2:25:55 PM,Med Annex2,Accepted Online,2019,Med Student 402
1/16/2017 2:30:39 PM,MED #8 KL,Accepted Online,2020,Med Student 478
