Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
2/27/2017 6:15:18 AM,MED #8 KL,Accepted Online,2019,Med Student 426
2/27/2017 6:34:41 AM,Med Annex2,Accepted Online,{null},Staff
2/27/2017 6:38:54 AM,Med Annex2,Accepted Online,2019,Med Student 404
2/27/2017 6:42:14 AM,Med #1 KL,Accepted Online,2019,Med Student 416
2/27/2017 6:55:51 AM,MED #8 KL,Accepted Online,2019,Med Student 422
2/27/2017 6:58:17 AM,MED #8 KL,Accepted Online,2019,Med Student 364
2/27/2017 7:16:39 AM,MED #6 KL,Accepted Online,2019,Med Student 337
2/27/2017 7:17:53 AM,MED #8 KL,Accepted Online,2019,Med Student 331
2/27/2017 7:21:16 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/27/2017 7:22:28 AM,MED #4 KL,Accepted Online,2019,Med Student 337
2/27/2017 7:23:42 AM,MED #9 KL,Accepted Online,2019,Med Student 399
2/27/2017 7:26:10 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/27/2017 7:28:37 AM,MED #6 KL,Accepted Online,2019,Med Student 337
2/27/2017 7:28:58 AM,MED #8 KL,Accepted Online,2019,Med Student 399
2/27/2017 7:30:06 AM,MED #9 KL,Accepted Online,2019,Med Student 399
2/27/2017 7:39:21 AM,MED #8 KL,Accepted Online,2019,Med Student 335
2/27/2017 7:45:22 AM,MED #8 KL,Accepted Online,2019,Med Student 430
2/27/2017 7:47:11 AM,MED #8 KL,Accepted Online,2019,Med Student 411
2/27/2017 7:50:16 AM,Med Annex2,Accepted Online,2019,Med Student 430
2/27/2017 8:05:04 AM,MED #9 KL,Accepted Online,2019,Med Student 399
2/27/2017 8:13:47 AM,MED #8 KL,Accepted Online,2019,Med Student 422
2/27/2017 8:16:57 AM,MED #4 KL,Accepted Online,2019,Med Student 430
2/27/2017 8:23:58 AM,MED #8 KL,Accepted Online,2019,Med Student 426
2/27/2017 8:26:25 AM,MED #4 KL,Accepted Online,2019,Med Student 372
2/27/2017 8:29:17 AM,MED #4 KL,Accepted Online,{null},Staff
2/27/2017 9:01:22 AM,MED #8 KL,Accepted Online,2019,Med Student 325
2/27/2017 9:04:52 AM,MED #8 KL,Accepted Online,2019,Med Student 422
2/27/2017 9:06:24 AM,Med Annex2,Accepted Online,2019,Med Student 396
2/27/2017 9:19:25 AM,Med Annex2,Accepted Online,2019,Med Student 333
2/27/2017 9:20:51 AM,MED #8 KL,Accepted Online,2019,Med Student 369
2/27/2017 9:21:25 AM,MED #8 KL,Accepted Online,2019,Med Student 364
2/27/2017 9:26:00 AM,Med Annex2,Accepted Online,2019,Med Student 372
2/27/2017 9:35:27 AM,MED #8 KL,Accepted Online,2019,Med Student 366
2/27/2017 9:35:54 AM,MED #8 KL,Accepted Online,2019,Med Student 411
2/27/2017 9:37:34 AM,Med Annex2,Accepted Online,2019,Med Student 417
2/27/2017 9:37:36 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/27/2017 9:39:08 AM,Med Annex1,Accepted Online,2019,Med Student 335
2/27/2017 9:40:22 AM,Med Annex2,Accepted Online,2019,Med Student 410
2/27/2017 9:43:48 AM,Med #1 KL,Accepted Online,2019,Med Student 416
2/27/2017 9:44:41 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/27/2017 9:49:18 AM,Med Annex2,Accepted Online,2020,Med Student 564
2/27/2017 9:55:23 AM,MED #8 KL,Accepted Online,2020,Med Student 543
2/27/2017 9:56:10 AM,MED #3 KL,Accepted Online,2019,Med Student 403
2/27/2017 9:57:07 AM,MED #8 KL,Accepted Online,2019,Med Student 416
2/27/2017 9:57:15 AM,MED #5 KL,Accepted Online,2019,Med Student 431
2/27/2017 9:57:17 AM,Med #2 KL,Accepted Online,2019,Med Student 439
