Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
2/6/2017 6:32:59 AM,Med Annex2,Accepted Online,{null},Staff
2/6/2017 7:07:38 AM,MED #5 KL,Accepted Online,2020,Med Student 511
2/6/2017 7:33:44 AM,MED #5 KL,Accepted Online,2020,Med Student 511
2/6/2017 7:42:02 AM,MED #8 KL,Accepted Online,2019,Med Student 364
2/6/2017 7:45:33 AM,MED #8 KL,Accepted Online,2019,Med Student 364
2/6/2017 8:57:43 AM,MED #6 KL,Accepted Online,2019,Med Student 337
2/6/2017 8:59:01 AM,MED #8 KL,Accepted Online,2019,Med Student 364
2/6/2017 9:00:47 AM,MED #6 KL,Accepted Online,2019,Med Student 337
2/6/2017 9:22:30 AM,Med Annex2,Accepted Online,2019,Med Student 330
2/6/2017 9:51:40 AM,MED #8 KL,Accepted Online,2020,Med Student 515
2/6/2017 9:52:39 AM,Med Annex1,Accepted Online,2020,Med Student 464
2/6/2017 9:52:54 AM,Med Annex2,Accepted Online,2020,Med Student 518
2/6/2017 9:53:17 AM,MED #8 KL,Accepted Online,2020,Med Student 552
2/6/2017 9:54:44 AM,Med Annex1,Accepted Online,2020,Med Student 564
2/6/2017 9:54:45 AM,MED #8 KL,Accepted Online,2020,Med Student 515
2/6/2017 9:54:50 AM,Med #1 KL,Accepted Online,2020,Med Student 542
2/6/2017 9:58:48 AM,Med Annex2,Accepted Online,2019,Med Student 330
2/6/2017 10:00:37 AM,Med Annex2,Accepted Online,2020,Med Student 551
2/6/2017 10:02:17 AM,Med Annex1,Accepted Online,2020,Med Student 464
2/6/2017 10:06:11 AM,Med Annex2,Accepted Online,2020,Med Student 529
2/6/2017 10:06:44 AM,Med Annex2,Accepted Online,2020,Med Student 517
2/6/2017 10:10:20 AM,Med Annex1,Accepted Online,2020,Med Student 529
2/6/2017 10:10:54 AM,Med #2 KL,Accepted Online,2020,Med Student 553
2/6/2017 10:11:01 AM,MED #9 KL,Accepted Online,2020,Med Student 553
2/6/2017 10:11:11 AM,Med #2 KL,Accepted Online,2020,Med Student 553
2/6/2017 10:11:28 AM,MED #9 KL,Accepted Online,2020,Med Student 553
2/6/2017 10:11:45 AM,Med #2 KL,Accepted Online,2020,Med Student 553
2/6/2017 10:12:08 AM,MED #8 KL,Accepted Online,2020,Med Student 540
2/6/2017 10:12:45 AM,Med Annex1,Accepted Online,2020,Med Student 553
2/6/2017 10:15:00 AM,MED #8 KL,Accepted Online,2020,Med Student 478
2/6/2017 10:16:04 AM,Med #2 KL,Accepted Online,2020,Med Student 553
2/6/2017 10:23:52 AM,Med Annex2,Accepted Online,2020,Med Student 492
2/6/2017 10:24:59 AM,Med #2 KL,Accepted Online,2020,Med Student 553
2/6/2017 10:28:59 AM,MED #4 KL,Accepted Online,2020,Med Student 540
2/6/2017 10:31:34 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/6/2017 10:33:45 AM,MED #8 KL,Accepted Online,2019,Med Student 386
2/6/2017 10:34:39 AM,Med Annex1,Accepted Online,2020,Med Student 542
2/6/2017 10:35:41 AM,Med #1 KL,Accepted Online,2020,Med Student 542
2/6/2017 10:37:43 AM,Med Annex2,Accepted Online,2019,Med Student 318
2/6/2017 10:42:13 AM,Med Annex2,Accepted Online,2019,Med Student 318
2/6/2017 10:43:26 AM,MED #8 KL,Accepted Online,2020,Med Student 540
