Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
8/22/2016 9:19:30 AM,MED #4 KL,Accepted Online,2019,Med Student 372
8/22/2016 9:55:40 AM,Med Annex2,Accepted Online,2019,Med Student 372
8/22/2016 10:07:22 AM,MED #8 KL,Accepted Online,2019,Med Student 386
8/22/2016 10:33:46 AM,MED #6 KL,Accepted Online,2019,Med Student 337
8/22/2016 10:38:24 AM,MED #6 KL,Accepted Online,2019,Med Student 337
8/22/2016 10:41:20 AM,MED #9 KL,Accepted Online,2019,Med Student 403
8/22/2016 10:42:27 AM,Med Annex1,Accepted Online,2019,Med Student 404
8/22/2016 10:45:13 AM,MED #9 KL,Accepted Online,2019,Med Student 403
8/22/2016 10:45:49 AM,Med Annex2,Accepted Online,2019,Med Student 404
8/22/2016 10:46:43 AM,MED #5 KL,Accepted Online,2019,Med Student 380
8/22/2016 10:49:01 AM,MED #5 KL,Accepted Online,2019,Med Student 380
8/22/2016 10:50:45 AM,MED #5 KL,Accepted Online,2019,Med Student 380
8/22/2016 10:51:22 AM,MED #8 KL,Accepted Online,2019,Med Student 386
8/22/2016 10:52:44 AM,MED #5 KL,Accepted Online,2019,Med Student 380
8/22/2016 10:59:32 AM,MED #4 KL,Accepted Online,2020,Med Student 476
8/22/2016 11:00:10 AM,Med Annex2,Accepted Online,2019,Med Student 369
8/22/2016 11:02:53 AM,Med Annex1,Accepted Online,2019,Med Student 369
8/22/2016 11:02:53 AM,Med Annex2,Accepted Online,2019,Med Student 368
8/22/2016 11:06:24 AM,MED #4 KL,Accepted Online,2019,Med Student 346
8/22/2016 11:06:41 AM,Med Annex2,Accepted Online,2020,Med Student 522
8/22/2016 11:07:14 AM,MED #8 KL,Accepted Online,2019,Med Student 430
8/22/2016 11:11:02 AM,Med Annex2,Accepted Online,2019,Med Student 430
8/22/2016 11:18:38 AM,MED #8 KL,Accepted Online,2020,Med Student 478
8/22/2016 11:20:11 AM,Med Annex1,Accepted Online,2020,Med Student 551
8/22/2016 11:20:43 AM,MED #8 KL,Accepted Online,2020,Med Student 478
8/22/2016 11:21:03 AM,Med Annex2,Accepted Online,2019,Med Student 385
8/22/2016 11:22:31 AM,MED #7 KL,Accepted Online,2020,Med Student 534
8/22/2016 11:23:31 AM,Med Annex2,Accepted Online,2020,Med Student 468
