Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
2/13/2017 6:08:58 AM,Med Annex2,Accepted Online,2019,Med Student 404
2/13/2017 6:23:05 AM,MED #8 KL,Accepted Online,2019,Med Student 426
2/13/2017 6:27:26 AM,Med Annex2,Accepted Online,2019,Med Student 318
2/13/2017 6:29:52 AM,Med Annex1,Accepted Online,2019,Med Student 318
2/13/2017 6:32:37 AM,MED #8 KL,Accepted Online,2020,Med Student 448
2/13/2017 6:35:15 AM,Med Annex2,Accepted Online,{null},Staff
2/13/2017 6:35:24 AM,MED #8 KL,Accepted Online,2020,Med Student 524
2/13/2017 6:55:49 AM,MED #8 KL,Accepted Online,2019,Med Student 331
2/13/2017 6:56:12 AM,MED #4 KL,Accepted Online,{null},Staff
2/13/2017 6:57:22 AM,MED #3 KL,Accepted Online,{null},Staff
2/13/2017 6:58:13 AM,Med Annex2,Accepted Online,2019,Med Student 390
2/13/2017 6:59:56 AM,MED #8 KL,Accepted Online,2019,Med Student 422
2/13/2017 7:02:06 AM,MED #5 KL,Accepted Online,2020,Med Student 511
2/13/2017 7:03:35 AM,MED #5 KL,Accepted Online,2020,Med Student 511
2/13/2017 7:08:18 AM,MED #8 KL,Accepted Online,2020,Med Student 524
2/13/2017 7:22:56 AM,MED #8 KL,Accepted Online,2019,Med Student 369
2/13/2017 7:25:04 AM,MED #8 KL,Accepted Online,2019,Med Student 353
2/13/2017 7:37:40 AM,MED #8 KL,Accepted Online,2019,Med Student 430
2/13/2017 7:38:52 AM,MED #8 KL,Accepted Online,2019,Med Student 364
2/13/2017 7:47:20 AM,MED #8 KL,Accepted Online,2019,Med Student 430
2/13/2017 8:01:04 AM,Med Annex2,Accepted Online,2019,Med Student 330
2/13/2017 8:03:18 AM,MED #8 KL,Accepted Online,2019,Med Student 426
2/13/2017 8:06:16 AM,MED #8 KL,Accepted Online,2019,Med Student 355
2/13/2017 8:08:27 AM,MED #8 KL,Accepted Online,2019,Med Student 355
2/13/2017 8:13:09 AM,MED #8 KL,Accepted Online,2019,Med Student 369
2/13/2017 8:28:33 AM,Med Annex2,Accepted Online,2019,Med Student 422
2/13/2017 8:29:13 AM,MED #8 KL,Accepted Online,2019,Med Student 430
2/13/2017 8:43:48 AM,Med Annex2,Accepted Online,2019,Med Student 360
2/13/2017 8:50:14 AM,MED #4 KL,Accepted Online,2019,Med Student 364
2/13/2017 8:58:58 AM,MED #4 KL,Accepted Online,2019,Med Student 353
2/13/2017 9:17:25 AM,Med Annex1,Accepted Online,2019,Med Student 422
2/13/2017 9:32:23 AM,MED #8 KL,Accepted Online,2019,Med Student 355
2/13/2017 9:37:28 AM,MED #8 KL,Accepted Online,2019,Med Student 426
2/13/2017 9:48:33 AM,MED #4 KL,Accepted Online,{null},Staff
2/13/2017 9:50:38 AM,MED #8 KL,Accepted Online,2019,Med Student 369
2/13/2017 9:51:27 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/13/2017 9:53:50 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/13/2017 9:56:16 AM,MED #4 KL,Accepted Online,{null},Staff
2/13/2017 10:08:29 AM,MED #8 KL,Accepted Online,2019,Med Student 399
2/13/2017 10:12:48 AM,MED #4 KL,Accepted Online,{null},{null}
2/13/2017 10:18:27 AM,Med Annex2,Accepted Online,2019,Med Student 318
2/13/2017 10:25:48 AM,Med Annex2,Accepted Online,2019,Med Student 390
2/13/2017 10:28:58 AM,MED #8 KL,Accepted Online,2019,Med Student 355
2/13/2017 10:44:44 AM,MED #8 KL,Accepted Online,2019,Med Student 364
2/13/2017 10:46:19 AM,Med Annex2,Accepted Online,2020,Med Student 564
2/13/2017 10:47:02 AM,MED #5 KL,Accepted Online,2020,Med Student 505
2/13/2017 10:47:32 AM,MED #8 KL,Accepted Online,2020,Med Student 454
2/13/2017 10:48:20 AM,Med Annex1,Accepted Online,2020,Med Student 564
2/13/2017 10:49:06 AM,MED #8 KL,Accepted Online,2020,Med Student 489
2/13/2017 10:50:02 AM,Med #1 KL,Accepted Online,2020,Med Student 547
2/13/2017 10:51:30 AM,Med #1 KL,Accepted Online,2020,Med Student 547
2/13/2017 10:53:07 AM,MED #8 KL,Accepted Online,2020,Med Student 448
2/13/2017 10:53:47 AM,MED #4 KL,Accepted Online,2019,Med Student 386
2/13/2017 10:55:44 AM,MED #3 KL,Accepted Online,2020,Med Student 511
2/13/2017 10:56:41 AM,Med #2 KL,Accepted Online,2019,Med Student 366
2/13/2017 10:57:23 AM,MED #3 KL,Accepted Online,2020,Med Student 511
2/13/2017 10:57:44 AM,Med Annex2,Accepted Online,2019,Med Student 404
2/13/2017 10:57:55 AM,MED #8 KL,Accepted Online,2019,Med Student 332
2/13/2017 10:58:07 AM,MED #6 KL,Accepted Online,2019,Med Student 411
2/13/2017 10:59:17 AM,MED #8 KL,Accepted Online,2020,Med Student 567
2/13/2017 10:59:58 AM,MED #8 KL,Accepted Online,2019,Med Student 399
