Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
8/15/2016 8:06:32 AM,Med Annex2,Accepted Online,{null},Staff
8/15/2016 10:03:21 AM,MED #4 KL,Accepted Online,{null},Faculty
8/15/2016 10:03:23 AM,Med Annex2,Accepted Online,2019,Med Student 394
8/15/2016 10:10:13 AM,Med Annex2,Accepted Online,2019,Med Student 394
8/15/2016 10:13:48 AM,Med Annex2,Accepted Online,2019,Med Student 390
8/15/2016 10:18:22 AM,Med Annex2,Accepted Online,{null},Faculty
8/15/2016 10:21:47 AM,MED #4 KL,Accepted Online,{null},{null}
8/15/2016 11:03:30 AM,Med Annex2,Accepted Online,2020,Med Student 543
8/15/2016 11:05:07 AM,Med #2 KL,Accepted Online,2020,Med Student 473
8/15/2016 11:07:22 AM,Med Annex1,Accepted Online,2020,Med Student 473
8/15/2016 11:07:41 AM,Med Annex2,Accepted Online,2020,Med Student 520
8/15/2016 11:09:59 AM,Med Annex2,Accepted Online,2020,Med Student 565
8/15/2016 11:12:15 AM,Med Annex2,Accepted Online,2019,Med Student 374
8/15/2016 11:31:19 AM,Med #1 KL,Accepted Online,2019,Med Student 369
8/15/2016 11:31:28 AM,Med Annex1,Accepted Online,2019,Med Student 374
8/15/2016 11:35:52 AM,Med Annex2,Accepted Online,2019,Med Student 404
8/15/2016 11:38:28 AM,Med Annex1,Accepted Online,2020,Med Student 473
8/15/2016 11:39:30 AM,MED #3 KL,Accepted Online,2017,Med Student 165
8/15/2016 11:39:42 AM,MED #3 KL,Accepted Online,2017,Med Student 165
8/15/2016 11:40:44 AM,MED #8 KL,Accepted Online,2019,Med Student 382
8/15/2016 11:40:51 AM,MED #3 KL,Accepted Online,2017,Med Student 165
8/15/2016 11:40:59 AM,Med #2 KL,Accepted Online,2019,Med Student 366
8/15/2016 11:42:57 AM,MED #3 KL,Accepted Online,2017,Med Student 165
8/15/2016 11:49:46 AM,Med #1 KL,Accepted Online,2019,Med Student 369
8/15/2016 11:52:39 AM,Med Annex1,Accepted Online,2019,Med Student 369
8/15/2016 11:53:36 AM,Med #1 KL,Accepted Online,2019,Med Student 369
8/15/2016 11:56:40 AM,Med #1 KL,Accepted Online,2019,Med Student 369
8/15/2016 12:22:31 PM,Med #1 KL,Accepted Online,2019,Med Student 404
8/15/2016 12:29:42 PM,Med Annex1,Accepted Online,2019,Med Student 404
8/15/2016 12:33:09 PM,Med Annex1,Accepted Online,2020,Med Student 565
8/15/2016 12:35:51 PM,Med Annex2,Accepted Online,2019,Med Student 327
8/15/2016 12:39:10 PM,MED #4 KL,Accepted Online,2020,Med Student 455
8/15/2016 12:43:16 PM,Med Annex1,Accepted Online,2019,Med Student 374
8/15/2016 12:50:58 PM,MED #6 KL,Accepted Online,2019,Med Student 379
8/15/2016 12:52:52 PM,Med Annex2,Accepted Online,2019,Med Student 394
8/15/2016 12:54:37 PM,Med Annex2,Accepted Online,2019,Med Student 394
8/15/2016 12:55:55 PM,MED #6 KL,Accepted Online,2019,Med Student 379
8/15/2016 12:56:26 PM,Med Annex1,Accepted Online,2019,Med Student 379
8/15/2016 1:00:24 PM,MED #6 KL,Accepted Online,2019,Med Student 379
8/15/2016 1:01:05 PM,MED #6 KL,Accepted Online,2019,Med Student 379
8/15/2016 1:02:20 PM,Med Annex2,Accepted Online,2019,Med Student 425
8/15/2016 1:03:33 PM,Med #2 KL,Accepted Online,2019,Med Student 366
8/15/2016 1:04:54 PM,Med Annex2,Accepted Online,2019,Med Student 318
