Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
6/20/2016 8:27:36 AM,MED #4 KL,Accepted Online,{null},Staff
6/20/2016 10:25:02 AM,Med Annex2,Accepted Online,2017,Med Student 164
6/20/2016 10:30:28 AM,Med Annex2,Accepted Online,2017,Med Student 164
6/20/2016 11:35:34 AM,Med Annex2,Accepted Online,2019,Med Student 332
6/20/2016 11:36:44 AM,MED #4 KL,Accepted Online,{null},Staff
6/20/2016 11:37:16 AM,Med Annex2,Accepted Online,2019,Med Student 332
6/20/2016 1:11:37 PM,Med #2 KL,Accepted Online,{null},Staff
6/20/2016 1:12:38 PM,Med Annex2,Accepted Online,2019,Med Student 318
6/20/2016 1:40:34 PM,Med Annex2,Accepted Online,{null},Staff
6/20/2016 2:30:22 PM,Med Annex2,Accepted Online,2018,Med Student 225
6/20/2016 2:48:16 PM,Med Annex2,Accepted Online,{null},Staff
6/20/2016 2:50:47 PM,Med Annex2,Accepted Online,2019,Med Student 366
6/20/2016 3:46:05 PM,MED #3 KL,Accepted Online,2019,Med Student 366
6/20/2016 3:46:18 PM,MED #9 KL,Accepted Online,2019,Med Student 366
6/20/2016 3:50:10 PM,Med Annex1,Accepted Online,2019,Med Student 366
6/20/2016 3:54:13 PM,Med Annex2,Accepted Online,2019,Med Student 390
6/20/2016 4:19:51 PM,Med Annex2,Accepted Online,{null},Staff
6/20/2016 4:28:01 PM,Med Annex2,Accepted Online,2019,Med Student 389
6/20/2016 6:08:11 PM,Med Annex2,Accepted Online,2019,Med Student 389
6/21/2016 8:34:37 AM,Med Annex1,Accepted Online,{null},Staff
6/21/2016 8:46:17 AM,Med Annex2,Accepted Online,{null},Staff
6/21/2016 10:54:04 AM,MED #8 KL,Accepted Online,2017,Med Student 127
6/21/2016 11:25:22 AM,Med Annex2,Accepted Online,2019,Med Student 318
6/21/2016 2:15:30 PM,Med Annex1,Accepted Online,2019,Med Student 439
6/21/2016 2:54:34 PM,Med Annex1,Accepted Online,2019,Med Student 366
6/21/2016 3:03:49 PM,Med Annex2,Accepted Online,2019,Med Student 389
6/21/2016 3:16:15 PM,Med Annex2,Accepted Online,2019,Med Student 390
6/21/2016 3:36:58 PM,Med Annex1,Accepted Online,2019,Med Student 439
6/21/2016 4:03:53 PM,Med Annex1,Accepted Online,2019,Med Student 390
6/21/2016 4:07:24 PM,MED #6 KL,Accepted Online,2019,Med Student 380
6/21/2016 4:07:43 PM,MED #7 KL,Accepted Online,2019,Med Student 380
