Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
11/14/2016 6:21:11 AM,Med Annex2,Accepted Online,2019,Med Student 318
11/14/2016 6:21:59 AM,Med Annex2,Accepted Online,{null},Staff
11/14/2016 6:29:19 AM,MED #9 KL,Accepted Online,{null},Staff
11/14/2016 6:29:26 AM,Med #2 KL,Accepted Online,{null},Staff
11/14/2016 6:29:32 AM,MED #3 KL,Accepted Online,{null},Staff
11/14/2016 6:29:39 AM,Med #1 KL,Accepted Online,{null},Staff
11/14/2016 6:29:46 AM,MED #5 KL,Accepted Online,{null},Staff
11/14/2016 6:29:52 AM,MED #7 KL,Accepted Online,{null},Staff
11/14/2016 6:30:00 AM,MED #6 KL,Accepted Online,{null},Staff
11/14/2016 7:00:08 AM,MED #8 KL,Accepted Online,2019,Med Student 318
11/14/2016 9:26:49 AM,Med #1 KL,Accepted Online,2019,Med Student 416
11/14/2016 9:27:39 AM,Med #1 KL,Accepted Online,2019,Med Student 416
11/14/2016 10:07:53 AM,Med Annex2,Accepted Online,2020,Med Student 552
11/14/2016 10:10:28 AM,Med Annex1,Accepted Online,2020,Med Student 552
11/14/2016 10:57:10 AM,Med Annex2,Accepted Online,2019,Med Student 404
11/14/2016 10:58:02 AM,Med #1 KL,Accepted Online,2019,Med Student 416
11/14/2016 10:59:41 AM,MED #9 KL,Accepted Online,2019,Med Student 403
11/14/2016 10:59:56 AM,Med #2 KL,Accepted Online,2019,Med Student 403
11/14/2016 11:00:12 AM,MED #9 KL,Accepted Online,2019,Med Student 403
11/14/2016 11:00:20 AM,MED #6 KL,Accepted Online,2019,Med Student 337
11/14/2016 11:00:26 AM,MED #8 KL,Accepted Online,2020,Med Student 473
11/14/2016 11:01:03 AM,Med Annex2,Accepted Online,2019,Med Student 404
11/14/2016 11:01:05 AM,MED #6 KL,Accepted Online,2019,Med Student 337
11/14/2016 11:01:31 AM,Med Annex2,Accepted Online,2020,Med Student 561
11/14/2016 11:01:46 AM,MED #8 KL,Accepted Online,2019,Med Student 382
11/14/2016 11:01:51 AM,MED #3 KL,Accepted Online,2020,Med Student 551
11/14/2016 11:02:53 AM,MED #8 KL,Accepted Online,2019,Med Student 348
11/14/2016 11:03:03 AM,MED #9 KL,Accepted Online,2019,Med Student 403
11/14/2016 11:04:04 AM,Med Annex2,Accepted Online,2020,Med Student 464
