Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
7/5/2016 9:27:10 AM,MED #8 KL,Accepted Online,2017,Med Student 196
7/5/2016 10:46:35 AM,Med Annex2,Accepted Online,{null},{null}
7/5/2016 12:15:42 PM,MED #8 KL,Accepted Online,2017,Med Student 196
7/5/2016 1:48:41 PM,MED #8 KL,Accepted Online,2017,Med Student 196
7/5/2016 2:03:13 PM,Med Annex2,Accepted Online,2019,Med Student 366
7/5/2016 2:11:46 PM,Med Annex2,Accepted Online,2019,Med Student 390
7/5/2016 2:13:57 PM,Med Annex1,Accepted Online,2019,Med Student 366
7/5/2016 2:31:13 PM,Med Annex2,Accepted Online,{null},Staff
7/5/2016 2:53:39 PM,Med Annex2,Accepted Online,2019,Med Student 389
7/5/2016 3:40:22 PM,Med Annex1,Accepted Online,2019,Med Student 366
7/5/2016 4:40:00 PM,Med #1 KL,Accepted Online,2017,Med Student 196
7/5/2016 4:40:17 PM,MED #3 KL,Accepted Online,2017,Med Student 196
7/5/2016 4:40:26 PM,Med #2 KL,Accepted Online,2017,Med Student 196
7/5/2016 4:43:12 PM,Med #2 KL,Accepted Online,2017,Med Student 196
7/5/2016 4:43:51 PM,MED #8 KL,Accepted Online,2017,Med Student 196
7/5/2016 4:56:18 PM,Med Annex1,Accepted Online,2019,Med Student 390
7/5/2016 5:35:35 PM,MED #9 KL,Accepted Online,2019,Med Student 390
7/5/2016 5:44:11 PM,Med Annex1,Accepted Online,2019,Med Student 390
7/5/2016 6:33:01 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/5/2016 7:42:15 PM,Med Annex1,Accepted Online,2019,Med Student 390
7/5/2016 8:05:19 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/5/2016 8:47:39 PM,Med Annex1,Accepted Online,2019,Med Student 366
7/6/2016 9:23:56 AM,MED #4 KL,Accepted Online,{null},Staff
7/6/2016 9:27:49 AM,MED #8 KL,Accepted Online,2017,Med Student 196
7/6/2016 10:22:06 AM,Med Annex2,Accepted Online,2019,Med Student 366
7/6/2016 10:27:53 AM,Med Annex2,Accepted Online,2019,Med Student 389
7/6/2016 10:31:21 AM,Med Annex2,Accepted Online,2019,Med Student 390
7/6/2016 10:39:56 AM,MED #9 KL,Accepted Online,{null},Staff
7/6/2016 10:41:57 AM,MED #4 KL,Accepted Online,{null},Staff
7/6/2016 10:57:18 AM,MED #4 KL,Accepted Online,{null},Staff
7/6/2016 12:00:26 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/6/2016 12:05:07 PM,MED #4 KL,Accepted Online,2017,Med Student 196
7/6/2016 12:07:46 PM,MED #4 KL,Accepted Online,2017,Med Student 196
7/6/2016 1:00:05 PM,Med Annex1,Accepted Online,2019,Med Student 390
7/6/2016 1:28:50 PM,Med Annex2,Accepted Online,2019,Med Student 390
7/6/2016 1:49:13 PM,Med Annex1,Accepted Online,2019,Med Student 366
7/6/2016 1:58:07 PM,Med Annex1,Accepted Online,2019,Med Student 366
7/6/2016 2:00:22 PM,MED #5 KL,Accepted Online,2019,Med Student 389
7/6/2016 2:00:33 PM,MED #3 KL,Accepted Online,2019,Med Student 389
7/6/2016 2:00:52 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/6/2016 2:08:15 PM,Med Annex1,Accepted Online,2019,Med Student 390
7/6/2016 2:11:43 PM,MED #8 KL,Accepted Online,2017,Med Student 196
7/6/2016 2:14:49 PM,MED #4 KL,Accepted Online,2017,Med Student 196
7/6/2016 2:19:04 PM,Med Annex2,Accepted Online,{null},Staff
7/6/2016 2:50:10 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/6/2016 3:06:41 PM,Med Annex2,Accepted Online,2019,Med Student 360
7/6/2016 3:27:17 PM,Med Annex2,Accepted Online,2018,Med Student 258
7/6/2016 3:31:54 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/6/2016 3:43:14 PM,Med Annex2,Accepted Online,2019,Med Student 389
7/6/2016 4:11:54 PM,MED #4 KL,Accepted Online,2018,Med Student 258
7/6/2016 5:33:26 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/6/2016 5:51:25 PM,Med Annex1,Accepted Online,2019,Med Student 390
7/6/2016 6:45:35 PM,Med Annex1,Accepted Online,2019,Med Student 366
7/6/2016 7:05:40 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/6/2016 7:27:37 PM,Med Annex1,Accepted Online,2019,Med Student 389
7/7/2016 8:11:48 AM,MED #4 KL,Accepted Online,{null},Faculty
7/7/2016 10:20:49 AM,MED #4 KL,Accepted Online,2017,Med Student 196
