Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
8/29/2016 6:39:52 AM,MED #8 KL,Accepted Online,2019,Med Student 423
8/29/2016 7:28:42 AM,MED #8 KL,Accepted Online,2019,Med Student 423
8/29/2016 7:32:58 AM,Med Annex2,Accepted Online,{null},Staff
8/29/2016 7:36:32 AM,Med Annex2,Accepted Online,2020,Med Student 476
8/29/2016 7:39:57 AM,MED #4 KL,Accepted Online,{null},Faculty
8/29/2016 7:54:09 AM,Med Annex2,Accepted Online,2020,Med Student 469
8/29/2016 9:00:38 AM,Med Annex2,Accepted Online,2020,Med Student 548
8/29/2016 9:57:50 AM,Med Annex2,Accepted Online,2019,Med Student 390
8/29/2016 10:20:07 AM,Med Annex2,Accepted Online,2019,Med Student 325
8/29/2016 10:42:09 AM,Med Annex2,Accepted Online,2019,Med Student 390
8/29/2016 10:50:49 AM,Med #1 KL,Accepted Online,2019,Med Student 369
8/29/2016 10:54:01 AM,Med #1 KL,Accepted Online,2019,Med Student 369
8/29/2016 10:56:34 AM,Med Annex2,Accepted Online,2019,Med Student 366
8/29/2016 10:59:17 AM,Med Annex2,Accepted Online,2019,Med Student 360
8/29/2016 11:05:57 AM,Med Annex2,Accepted Online,2020,Med Student 475
8/29/2016 11:06:16 AM,Med Annex2,Accepted Online,2019,Med Student 366
8/29/2016 11:07:07 AM,Med Annex2,Accepted Online,2020,Med Student 561
8/29/2016 11:07:10 AM,MED #3 KL,Accepted Online,2020,Med Student 511
8/29/2016 11:07:32 AM,Med Annex2,Accepted Online,2020,Med Student 536
8/29/2016 11:08:16 AM,MED #7 KL,Accepted Online,2020,Med Student 542
8/29/2016 11:08:28 AM,MED #3 KL,Accepted Online,2020,Med Student 511
8/29/2016 11:08:57 AM,Med Annex1,Accepted Online,2020,Med Student 475
8/29/2016 11:09:11 AM,Med Annex1,Accepted Online,2020,Med Student 563
8/29/2016 11:09:28 AM,Med Annex1,Accepted Online,2020,Med Student 464
8/29/2016 11:09:38 AM,MED #7 KL,Accepted Online,2020,Med Student 542
8/29/2016 11:10:30 AM,Med Annex2,Accepted Online,2020,Med Student 536
8/29/2016 11:12:11 AM,MED #8 KL,Accepted Online,2020,Med Student 493
8/29/2016 11:12:15 AM,Med Annex1,Accepted Online,2020,Med Student 561
8/29/2016 11:14:09 AM,MED #9 KL,Accepted Online,2020,Med Student 508
8/29/2016 11:14:57 AM,MED #8 KL,Accepted Online,2020,Med Student 493
8/29/2016 11:15:27 AM,Med Annex2,Accepted Online,2020,Med Student 510
8/29/2016 11:18:51 AM,MED #4 KL,Accepted Online,2020,Med Student 553
8/29/2016 11:19:58 AM,Med Annex1,Accepted Online,2020,Med Student 464
8/29/2016 11:20:37 AM,Med Annex2,Accepted Online,2019,Med Student 360
8/29/2016 11:22:29 AM,Med #2 KL,Accepted Online,2019,Med Student 416
8/29/2016 11:26:15 AM,Med Annex2,Accepted Online,2020,Med Student 522
8/29/2016 11:30:31 AM,MED #8 KL,Accepted Online,2020,Med Student 457
8/29/2016 11:30:54 AM,MED #8 KL,Accepted Online,2020,Med Student 496
8/29/2016 11:32:28 AM,MED #9 KL,Accepted Online,2020,Med Student 508
8/29/2016 11:36:11 AM,Med Annex1,Accepted Online,2020,Med Student 472
8/29/2016 11:40:46 AM,Med Annex2,Accepted Online,2020,Med Student 475
8/29/2016 11:47:11 AM,Med Annex2,Accepted Online,2020,Med Student 547
8/29/2016 11:49:56 AM,MED #8 KL,Accepted Online,2018,Med Student 275
8/29/2016 11:53:25 AM,MED #4 KL,Accepted Online,2019,Med Student 370
8/29/2016 11:56:08 AM,Med Annex2,Accepted Online,2019,Med Student 360
8/29/2016 11:56:20 AM,MED #4 KL,Accepted Online,2019,Med Student 370
8/29/2016 12:05:39 PM,Med Annex2,Accepted Online,2020,Med Student 520
8/29/2016 12:06:01 PM,MED #8 KL,Accepted Online,2020,Med Student 553
8/29/2016 12:09:36 PM,Med #1 KL,Accepted Online,2019,Med Student 369
8/29/2016 12:10:07 PM,MED #3 KL,Accepted Online,2020,Med Student 511
8/29/2016 12:10:51 PM,MED #9 KL,Accepted Online,2020,Med Student 561
8/29/2016 12:17:37 PM,Med Annex2,Accepted Online,2020,Med Student 530
8/29/2016 12:17:43 PM,Med Annex1,Accepted Online,2020,Med Student 561
8/29/2016 12:18:50 PM,MED #5 KL,Accepted Online,2019,Med Student 417
8/29/2016 12:18:50 PM,MED #8 KL,Accepted Online,2019,Med Student 386
8/29/2016 12:21:03 PM,MED #7 KL,Accepted Online,2020,Med Student 542
