Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
5/2/2016 6:47:15 AM,MED #4 KL,Accepted Online,{null},Staff
5/2/2016 7:07:50 AM,Med Annex2,Accepted Online,{null},Staff
5/2/2016 7:12:47 AM,MED #8 KL,Accepted Online,{null},Staff
5/2/2016 7:45:00 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/2/2016 8:13:13 AM,MED #8 KL,Accepted Online,2018,Med Student 246
5/2/2016 8:20:46 AM,MED #8 KL,Accepted Online,2018,Med Student 234
5/2/2016 8:27:10 AM,MED #8 KL,Accepted Online,2018,Med Student 246
5/2/2016 8:30:52 AM,Med Annex1,Accepted Online,2018,Med Student 269
5/2/2016 8:36:26 AM,MED #7 KL,Accepted Online,2018,Med Student 276
5/2/2016 8:36:44 AM,MED #9 KL,Accepted Online,2018,Med Student 249
5/2/2016 8:37:04 AM,Med Annex1,Accepted Online,2018,Med Student 276
5/2/2016 8:40:09 AM,MED #8 KL,Accepted Online,2018,Med Student 300
5/2/2016 8:40:58 AM,Med Annex1,Accepted Online,2018,Med Student 246
5/2/2016 8:42:58 AM,MED #7 KL,Accepted Online,2018,Med Student 276
5/2/2016 8:46:49 AM,Med #1 KL,Accepted Online,2018,Med Student 282
5/2/2016 8:47:33 AM,MED #9 KL,Accepted Online,2018,Med Student 282
5/2/2016 8:48:17 AM,Med Annex1,Accepted Online,2018,Med Student 282
5/2/2016 8:51:17 AM,Med Annex2,Accepted Online,2018,Med Student 253
5/2/2016 8:52:04 AM,Med #1 KL,Accepted Online,2018,Med Student 282
5/2/2016 8:52:34 AM,MED #7 KL,Accepted Online,2018,Med Student 276
5/2/2016 8:54:32 AM,Med Annex1,Accepted Online,2018,Med Student 276
5/2/2016 8:55:31 AM,MED #7 KL,Accepted Online,2018,Med Student 276
5/2/2016 9:08:31 AM,MED #9 KL,Accepted Online,2018,Med Student 249
5/2/2016 9:09:03 AM,MED #5 KL,Accepted Online,2018,Med Student 257
5/2/2016 9:09:16 AM,MED #3 KL,Accepted Online,2018,Med Student 257
5/2/2016 9:10:48 AM,MED #3 KL,Accepted Online,2018,Med Student 257
5/2/2016 9:14:26 AM,MED #3 KL,Accepted Online,2018,Med Student 257
5/2/2016 9:15:00 AM,Med Annex1,Accepted Online,{null},Staff
