Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
5/23/2016 7:40:28 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 8:47:57 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 9:08:01 AM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 9:37:34 AM,Med Annex1,Accepted Online,2019,Med Student 318
5/23/2016 9:57:16 AM,Med Annex2,Accepted Online,2019,Med Student 403
5/23/2016 9:59:47 AM,Med #1 KL,Accepted Online,2019,Med Student 403
5/23/2016 10:00:26 AM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 10:08:52 AM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 10:10:02 AM,Med Annex2,Accepted Online,2019,Med Student 405
5/23/2016 10:12:50 AM,Med Annex2,Accepted Online,2019,Med Student 405
5/23/2016 10:13:11 AM,Med #1 KL,Accepted Online,2019,Med Student 403
5/23/2016 10:13:29 AM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 10:26:20 AM,MED #4 KL,Accepted Online,2019,Med Student 386
5/23/2016 10:31:21 AM,Med Annex2,Accepted Online,2019,Med Student 366
5/23/2016 10:41:07 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 11:07:45 AM,MED #8 KL,Accepted Online,2019,Med Student 332
5/23/2016 11:10:08 AM,Med Annex2,Accepted Online,2019,Med Student 404
5/23/2016 11:14:52 AM,Med Annex1,Accepted Online,2019,Med Student 404
5/23/2016 11:43:27 AM,MED #3 KL,Accepted Online,2019,Med Student 379
5/23/2016 11:44:54 AM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 12:02:09 PM,Med Annex2,Accepted Online,2019,Med Student 404
5/23/2016 12:16:59 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 12:30:00 PM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 12:30:31 PM,MED #8 KL,Accepted Online,2019,Med Student 332
5/23/2016 12:31:20 PM,Med Annex2,Accepted Online,2019,Med Student 397
5/23/2016 12:50:13 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 12:51:14 PM,MED #8 KL,Accepted Online,2019,Med Student 430
5/23/2016 12:58:13 PM,MED #8 KL,Accepted Online,2019,Med Student 403
5/23/2016 1:04:17 PM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 1:05:43 PM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 1:07:05 PM,MED #7 KL,Accepted Online,2019,Med Student 318
5/23/2016 1:10:48 PM,Med Annex1,Accepted Online,2019,Med Student 318
5/23/2016 1:11:51 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 1:13:04 PM,Med Annex1,Accepted Online,2019,Med Student 407
5/23/2016 1:15:09 PM,MED #7 KL,Accepted Online,2019,Med Student 407
5/23/2016 1:32:49 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 1:33:04 PM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 1:34:23 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 1:38:39 PM,Med Annex1,Accepted Online,2019,Med Student 404
5/23/2016 1:38:45 PM,Med Annex1,Accepted Online,2019,Med Student 404
5/23/2016 1:44:24 PM,MED #5 KL,Accepted Online,2019,Med Student 379
5/23/2016 1:44:32 PM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 1:47:50 PM,Med Annex2,Accepted Online,2019,Med Student 407
5/23/2016 1:55:40 PM,Med Annex2,Accepted Online,2019,Med Student 389
5/23/2016 2:02:04 PM,MED #7 KL,Accepted Online,2019,Med Student 389
5/23/2016 2:03:36 PM,Med Annex1,Accepted Online,2019,Med Student 389
5/23/2016 2:08:34 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 2:13:21 PM,Med Annex2,Accepted Online,2019,Med Student 407
5/23/2016 2:15:06 PM,MED #4 KL,Accepted Online,2019,Med Student 386
5/23/2016 2:18:38 PM,Med Annex1,Accepted Online,2019,Med Student 404
5/23/2016 2:19:32 PM,MED #3 KL,Accepted Online,2019,Med Student 439
5/23/2016 2:20:50 PM,Med Annex1,Accepted Online,2019,Med Student 404
5/23/2016 2:32:21 PM,MED #8 KL,Accepted Online,2019,Med Student 332
5/23/2016 2:33:41 PM,Med Annex2,Accepted Online,2019,Med Student 389
5/23/2016 2:46:15 PM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 2:46:28 PM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 2:47:22 PM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 2:51:21 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 2:53:36 PM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 3:01:12 PM,Med Annex1,Accepted Online,2019,Med Student 366
5/23/2016 3:02:30 PM,Med Annex1,Accepted Online,2019,Med Student 366
5/23/2016 3:08:45 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 3:13:49 PM,Med Annex2,Accepted Online,2019,Med Student 404
5/23/2016 3:38:04 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 3:41:24 PM,MED #8 KL,Accepted Online,2019,Med Student 430
5/23/2016 3:44:17 PM,MED #8 KL,Accepted Online,2019,Med Student 332
5/23/2016 3:44:47 PM,Med Annex2,Accepted Online,2019,Med Student 435
5/23/2016 4:19:47 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 4:50:07 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 4:54:23 PM,Med Annex1,Accepted Online,2019,Med Student 366
5/23/2016 5:02:51 PM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 5:02:59 PM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 5:04:26 PM,MED #3 KL,Accepted Online,2019,Med Student 403
5/23/2016 5:05:38 PM,Med Annex1,Accepted Online,2019,Med Student 379
5/23/2016 5:09:11 PM,MED #8 KL,Accepted Online,2019,Med Student 430
5/23/2016 5:10:22 PM,MED #3 KL,Accepted Online,2019,Med Student 379
5/23/2016 5:17:37 PM,Med Annex1,Accepted Online,2019,Med Student 389
5/23/2016 5:18:08 PM,Med Annex1,Accepted Online,2019,Med Student 407
5/23/2016 5:18:38 PM,Med Annex2,Accepted Online,2019,Med Student 403
5/23/2016 5:18:59 PM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 5:44:15 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 5:53:57 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 5:54:09 PM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 6:03:57 PM,Med Annex1,Accepted Online,2019,Med Student 379
5/23/2016 6:04:26 PM,MED #8 KL,Accepted Online,2019,Med Student 332
5/23/2016 6:04:50 PM,MED #7 KL,Accepted Online,2019,Med Student 379
5/23/2016 6:11:58 PM,Med Annex2,Accepted Online,2019,Med Student 404
5/23/2016 6:33:17 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 6:36:43 PM,MED #8 KL,Accepted Online,2019,Med Student 386
5/23/2016 6:46:51 PM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 6:50:22 PM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 7:25:50 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 7:30:07 PM,Med Annex2,Accepted Online,2019,Med Student 405
5/23/2016 7:38:32 PM,Med Annex1,Accepted Online,2019,Med Student 404
5/23/2016 8:10:56 PM,Med Annex1,Accepted Online,2019,Med Student 366
5/23/2016 8:16:03 PM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 8:26:16 PM,Med Annex1,Accepted Online,2019,Med Student 405
5/23/2016 8:33:04 PM,Med Annex1,Accepted Online,2019,Med Student 366
5/23/2016 9:12:06 PM,MED #8 KL,Accepted Online,2019,Med Student 372
5/23/2016 10:15:24 PM,Med Annex2,Accepted Online,2019,Med Student 318
5/23/2016 10:24:18 PM,Med Annex2,Accepted Online,2019,Med Student 439
5/23/2016 10:55:59 PM,Med Annex1,Accepted Online,2019,Med Student 366
5/23/2016 11:39:03 PM,Med Annex1,Accepted Online,2019,Med Student 405
5/23/2016 11:55:09 PM,Med Annex1,Accepted Online,2019,Med Student 372
5/24/2016 6:46:31 AM,Med Annex2,Accepted Online,2018,Med Student 194
5/24/2016 7:35:56 AM,Med Annex2,Accepted Online,{null},Staff
5/24/2016 7:40:56 AM,MED #4 KL,Accepted Online,{null},Staff
5/24/2016 7:47:10 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/24/2016 8:00:27 AM,MED #8 KL,Accepted Online,2018,Med Student 300
5/24/2016 8:35:41 AM,MED #8 KL,Accepted Online,2019,Med Student 386
5/24/2016 8:55:10 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/24/2016 9:07:12 AM,MED #8 KL,Accepted Online,2019,Med Student 386
5/24/2016 9:27:28 AM,MED #3 KL,Accepted Online,{null},Staff
5/24/2016 9:40:08 AM,MED #4 KL,Accepted Online,{null},Staff
5/24/2016 9:45:46 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/24/2016 10:47:36 AM,MED #4 KL,Accepted Online,{null},Staff
5/24/2016 10:56:56 AM,MED #4 KL,Accepted Online,{null},Staff
5/24/2016 10:58:48 AM,MED #3 KL,Accepted Online,2019,Med Student 403
5/24/2016 10:59:05 AM,Med #2 KL,Accepted Online,2019,Med Student 403
5/24/2016 10:59:12 AM,Med Annex2,Accepted Online,2019,Med Student 366
5/24/2016 10:59:15 AM,MED #3 KL,Accepted Online,2019,Med Student 403
5/24/2016 11:04:52 AM,Med Annex2,Accepted Online,2018,Med Student 194
5/24/2016 11:08:52 AM,Med #1 KL,Accepted Online,2019,Med Student 416
5/24/2016 11:12:04 AM,MED #4 KL,Accepted Online,2019,Med Student 332
5/24/2016 11:17:41 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/24/2016 11:20:23 AM,MED #8 KL,Accepted Online,2018,Med Student 306
5/24/2016 11:24:55 AM,Med Annex2,Accepted Online,2019,Med Student 404
5/24/2016 11:27:36 AM,MED #8 KL,Accepted Online,2018,Med Student 289
5/24/2016 11:41:07 AM,MED #9 KL,Accepted Online,2019,Med Student 369
5/24/2016 11:41:30 AM,Med #2 KL,Accepted Online,2019,Med Student 369
5/24/2016 11:41:36 AM,MED #8 KL,Accepted Online,2019,Med Student 386
5/24/2016 11:43:45 AM,MED #8 KL,Accepted Online,2019,Med Student 386
5/24/2016 11:59:02 AM,Med Annex2,Accepted Online,2019,Med Student 390
5/24/2016 12:27:38 PM,Med Annex2,Accepted Online,2019,Med Student 390
5/24/2016 12:28:25 PM,Med Annex1,Accepted Online,2019,Med Student 374
5/24/2016 12:31:41 PM,MED #8 KL,Accepted Online,2018,Med Student 306
5/24/2016 12:32:09 PM,MED #8 KL,Accepted Online,2019,Med Student 430
5/24/2016 12:35:41 PM,MED #3 KL,Accepted Online,2019,Med Student 403
5/24/2016 12:36:04 PM,Med Annex2,Accepted Online,{null},Staff
5/24/2016 12:36:05 PM,Med Annex1,Accepted Online,2019,Med Student 318
