Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
10/31/2016 6:05:16 AM,MED #8 KL,Accepted Online,2019,Med Student 321
10/31/2016 6:47:54 AM,MED #6 KL,Accepted Online,2019,Med Student 337
10/31/2016 7:06:31 AM,Med Annex2,Accepted Online,2019,Med Student 372
10/31/2016 7:26:55 AM,Med Annex2,Accepted Online,2019,Med Student 366
10/31/2016 7:30:01 AM,MED #8 KL,Accepted Online,2019,Med Student 348
10/31/2016 7:30:37 AM,MED #8 KL,Accepted Online,2019,Med Student 423
10/31/2016 7:34:46 AM,MED #8 KL,Accepted Online,2019,Med Student 423
10/31/2016 7:42:06 AM,Med Annex2,Accepted Online,2019,Med Student 372
10/31/2016 8:00:43 AM,Med Annex1,Accepted Online,2019,Med Student 366
10/31/2016 8:02:06 AM,Med Annex2,Accepted Online,{null},Faculty
10/31/2016 8:07:34 AM,Med Annex2,Accepted Online,2019,Med Student 372
10/31/2016 8:13:57 AM,MED #8 KL,Accepted Online,2019,Med Student 396
10/31/2016 8:16:35 AM,MED #8 KL,Accepted Online,2019,Med Student 396
10/31/2016 8:22:21 AM,MED #8 KL,Accepted Online,2019,Med Student 423
10/31/2016 8:33:47 AM,Med Annex2,Accepted Online,2019,Med Student 372
10/31/2016 8:34:22 AM,MED #8 KL,Accepted Online,2019,Med Student 396
10/31/2016 8:41:34 AM,Med Annex1,Accepted Online,2019,Med Student 366
10/31/2016 8:42:10 AM,MED #6 KL,Accepted Online,2019,Med Student 337
10/31/2016 9:31:57 AM,Med Annex2,Accepted Online,2020,Med Student 520
10/31/2016 9:57:17 AM,Med Annex2,Accepted Online,2020,Med Student 520
10/31/2016 10:03:10 AM,MED #4 KL,Accepted Online,{null},Staff
10/31/2016 10:57:32 AM,Med Annex2,Accepted Online,2020,Med Student 540
10/31/2016 10:58:43 AM,Med Annex2,Accepted Online,2020,Med Student 564
10/31/2016 10:59:39 AM,MED #7 KL,Accepted Online,2020,Med Student 505
10/31/2016 10:59:46 AM,Med Annex2,Accepted Online,2020,Med Student 535
10/31/2016 11:00:25 AM,MED #8 KL,Accepted Online,2020,Med Student 561
10/31/2016 11:00:27 AM,Med Annex2,Accepted Online,2020,Med Student 464
10/31/2016 11:01:14 AM,Med Annex2,Accepted Online,2020,Med Student 453
10/31/2016 11:01:26 AM,MED #9 KL,Accepted Online,2020,Med Student 508
10/31/2016 11:01:46 AM,MED #8 KL,Accepted Online,2020,Med Student 487
10/31/2016 11:03:00 AM,Med Annex1,Accepted Online,2020,Med Student 561
10/31/2016 11:03:25 AM,Med Annex2,Accepted Online,2020,Med Student 464
10/31/2016 11:03:52 AM,MED #8 KL,Accepted Online,2020,Med Student 476
10/31/2016 11:03:53 AM,Med Annex2,Accepted Online,2020,Med Student 565
10/31/2016 11:04:04 AM,Med #2 KL,Accepted Online,2020,Med Student 551
10/31/2016 11:04:19 AM,Med Annex2,Accepted Online,2020,Med Student 564
10/31/2016 11:04:33 AM,MED #6 KL,Accepted Online,2020,Med Student 482
10/31/2016 11:04:37 AM,Med Annex2,Accepted Online,2020,Med Student 535
10/31/2016 11:05:12 AM,Med Annex1,Accepted Online,2020,Med Student 453
10/31/2016 11:05:18 AM,Med #1 KL,Accepted Online,2020,Med Student 513
10/31/2016 11:05:29 AM,MED #5 KL,Accepted Online,2020,Med Student 482
10/31/2016 11:05:31 AM,Med Annex2,Accepted Online,2020,Med Student 559
10/31/2016 11:06:38 AM,Med #2 KL,Accepted Online,2020,Med Student 551
10/31/2016 11:07:10 AM,MED #9 KL,Accepted Online,2020,Med Student 508
10/31/2016 11:07:29 AM,MED #8 KL,Accepted Online,2020,Med Student 487
10/31/2016 11:09:04 AM,MED #3 KL,Accepted Online,2020,Med Student 454
10/31/2016 11:09:21 AM,MED #9 KL,Accepted Online,2020,Med Student 508
10/31/2016 11:09:58 AM,MED #6 KL,Accepted Online,2019,Med Student 337
10/31/2016 11:10:38 AM,Med Annex2,Accepted Online,2020,Med Student 564
