Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
10/3/2016 6:49:00 AM,Med Annex2,Accepted Online,{null},Staff
10/3/2016 6:51:08 AM,MED #6 KL,Accepted Online,{null},Staff
10/3/2016 6:54:46 AM,Med Annex1,Accepted Online,{null},Staff
10/3/2016 8:21:04 AM,Med Annex2,Accepted Online,2019,Med Student 318
10/3/2016 8:42:03 AM,MED #9 KL,Accepted Online,2020,Med Student 474
10/3/2016 8:53:47 AM,MED #9 KL,Accepted Online,2020,Med Student 474
10/3/2016 9:01:13 AM,MED #8 KL,Accepted Online,2019,Med Student 430
10/3/2016 9:05:20 AM,MED #8 KL,Accepted Online,{null},Faculty
10/3/2016 9:18:31 AM,MED #4 KL,Accepted Online,2020,Med Student 511
10/3/2016 9:19:17 AM,MED #3 KL,Accepted Online,2020,Med Student 511
10/3/2016 9:20:56 AM,MED #3 KL,Accepted Online,2020,Med Student 511
10/3/2016 9:22:48 AM,MED #4 KL,Accepted Online,2020,Med Student 511
10/3/2016 9:23:34 AM,MED #3 KL,Accepted Online,2020,Med Student 511
10/3/2016 9:31:51 AM,MED #8 KL,Accepted Online,2019,Med Student 430
10/3/2016 9:34:40 AM,MED #8 KL,Accepted Online,2019,Med Student 321
10/3/2016 9:48:28 AM,MED #9 KL,Accepted Online,2020,Med Student 474
10/3/2016 10:00:42 AM,Med Annex2,Accepted Online,2020,Med Student 478
10/3/2016 10:08:50 AM,Med Annex1,Accepted Online,2020,Med Student 474
10/3/2016 10:10:30 AM,MED #9 KL,Accepted Online,2020,Med Student 474
10/3/2016 10:34:52 AM,Med Annex2,Accepted Online,2019,Med Student 318
10/3/2016 10:44:47 AM,MED #3 KL,Accepted Online,2020,Med Student 511
10/3/2016 10:53:01 AM,MED #8 KL,Accepted Online,2019,Med Student 423
10/3/2016 10:57:14 AM,Med Annex2,Accepted Online,2019,Med Student 404
10/3/2016 10:59:52 AM,Med Annex2,Accepted Online,2019,Med Student 404
10/3/2016 11:03:20 AM,Med Annex2,Accepted Online,2020,Med Student 464
10/3/2016 11:03:51 AM,MED #8 KL,Accepted Online,2020,Med Student 462
10/3/2016 11:05:05 AM,MED #7 KL,Accepted Online,2020,Med Student 505
10/3/2016 11:05:27 AM,MED #8 KL,Accepted Online,2020,Med Student 566
10/3/2016 11:05:30 AM,MED #5 KL,Accepted Online,2020,Med Student 505
10/3/2016 11:05:37 AM,MED #7 KL,Accepted Online,2020,Med Student 505
10/3/2016 11:05:58 AM,MED #5 KL,Accepted Online,2020,Med Student 505
10/3/2016 11:06:09 AM,MED #8 KL,Accepted Online,2020,Med Student 473
10/3/2016 11:06:18 AM,MED #7 KL,Accepted Online,2020,Med Student 505
10/3/2016 11:06:39 AM,Med Annex2,Accepted Online,2020,Med Student 508
10/3/2016 11:07:09 AM,MED #5 KL,Accepted Online,2020,Med Student 547
10/3/2016 11:07:11 AM,MED #8 KL,Accepted Online,2020,Med Student 450
10/3/2016 11:07:38 AM,Med Annex2,Accepted Online,2020,Med Student 535
10/3/2016 11:07:43 AM,MED #7 KL,Accepted Online,2020,Med Student 505
10/3/2016 11:07:54 AM,Med #1 KL,Accepted Online,2020,Med Student 547
10/3/2016 11:08:00 AM,Med Annex2,Accepted Online,2020,Med Student 551
10/3/2016 11:08:03 AM,MED #5 KL,Accepted Online,2020,Med Student 547
10/3/2016 11:08:20 AM,MED #7 KL,Accepted Online,2020,Med Student 505
10/3/2016 11:08:24 AM,Med #1 KL,Accepted Online,2020,Med Student 547
10/3/2016 11:08:38 AM,MED #8 KL,Accepted Online,2020,Med Student 515
10/3/2016 11:10:26 AM,MED #8 KL,Accepted Online,2020,Med Student 468
10/3/2016 11:11:30 AM,Med Annex1,Accepted Online,2020,Med Student 464
10/3/2016 11:11:48 AM,MED #6 KL,Accepted Online,2020,Med Student 488
10/3/2016 11:11:50 AM,Med Annex2,Accepted Online,2020,Med Student 513
10/3/2016 11:13:48 AM,Med #2 KL,Accepted Online,2020,Med Student 516
10/3/2016 11:15:00 AM,MED #6 KL,Accepted Online,2020,Med Student 488
10/3/2016 11:16:09 AM,MED #5 KL,Accepted Online,2020,Med Student 527
10/3/2016 11:16:12 AM,Med Annex2,Accepted Online,2020,Med Student 481
10/3/2016 11:16:15 AM,Med #2 KL,Accepted Online,2020,Med Student 516
10/3/2016 11:18:06 AM,MED #8 KL,Accepted Online,2020,Med Student 567
10/3/2016 11:18:12 AM,MED #5 KL,Accepted Online,2020,Med Student 527
10/3/2016 11:18:52 AM,MED #4 KL,Accepted Online,{null},Staff
10/3/2016 11:19:51 AM,Med Annex1,Accepted Online,2019,Med Student 424
10/3/2016 11:21:56 AM,Med Annex2,Accepted Online,2020,Med Student 535
10/3/2016 11:22:17 AM,MED #8 KL,Accepted Online,2020,Med Student 517
10/3/2016 11:23:11 AM,Med Annex2,Accepted Online,2020,Med Student 540
10/3/2016 11:24:42 AM,Med Annex1,Accepted Online,2020,Med Student 508
10/3/2016 11:27:58 AM,Med Annex1,Accepted Online,2020,Med Student 511
10/3/2016 11:28:54 AM,MED #8 KL,Accepted Online,{null},{null}
10/3/2016 11:29:17 AM,MED #4 KL,Accepted Online,2020,Med Student 517
10/3/2016 11:29:53 AM,MED #3 KL,Accepted Online,2020,Med Student 511
10/3/2016 11:32:11 AM,MED #5 KL,Accepted Online,2020,Med Student 527
10/3/2016 11:33:33 AM,Med #1 KL,Accepted Online,2020,Med Student 547
