Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
4/25/2016 6:28:48 AM,MED #6 KL,Accepted Online,2019,Med Student 337
4/25/2016 6:48:59 AM,MED #6 KL,Accepted Online,2019,Med Student 337
4/25/2016 7:07:22 AM,Med Annex2,Accepted Online,2019,Med Student 366
4/25/2016 7:11:49 AM,Med #2 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:12:01 AM,MED #9 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:12:21 AM,Med Annex1,Accepted Online,2018,Med Student 221
4/25/2016 7:13:57 AM,MED #9 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:14:17 AM,MED #8 KL,Accepted Online,2019,Med Student 423
4/25/2016 7:14:33 AM,Med #2 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:17:35 AM,Med Annex1,Accepted Online,2018,Med Student 221
4/25/2016 7:20:37 AM,Med #2 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:21:40 AM,MED #9 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:22:22 AM,Med #2 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:27:32 AM,MED #8 KL,Accepted Online,2018,Med Student 272
4/25/2016 7:39:33 AM,Med Annex1,Accepted Online,2018,Med Student 221
4/25/2016 7:40:06 AM,Med #2 KL,Accepted Online,2018,Med Student 221
4/25/2016 7:47:36 AM,MED #9 KL,Accepted Online,2018,Med Student 249
4/25/2016 7:53:02 AM,Med #1 KL,Accepted Online,2018,Med Student 282
4/25/2016 7:54:43 AM,Med Annex1,Accepted Online,2018,Med Student 282
4/25/2016 7:56:46 AM,Med Annex1,Accepted Online,2018,Med Student 282
4/25/2016 7:56:56 AM,MED #3 KL,Accepted Online,2018,Med Student 276
4/25/2016 7:57:52 AM,MED #8 KL,Accepted Online,2018,Med Student 276
4/25/2016 8:02:35 AM,Med #1 KL,Accepted Online,2018,Med Student 282
4/25/2016 8:03:20 AM,MED #8 KL,Accepted Online,2018,Med Student 269
4/25/2016 8:03:34 AM,MED #6 KL,Accepted Online,2019,Med Student 337
4/25/2016 8:04:12 AM,MED #8 KL,Accepted Online,2018,Med Student 246
4/25/2016 8:04:34 AM,Med Annex1,Accepted Online,2018,Med Student 249
4/25/2016 8:05:06 AM,MED #9 KL,Accepted Online,2018,Med Student 249
4/25/2016 8:05:26 AM,MED #4 KL,Accepted Online,2018,Med Student 269
4/25/2016 8:05:34 AM,Med #1 KL,Accepted Online,2018,Med Student 249
