Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
8/8/2016 7:22:05 AM,MED #8 KL,Accepted Online,2020,Med Student 551
8/8/2016 8:33:57 AM,Med Annex2,Accepted Online,2019,Med Student 412
8/8/2016 10:15:26 AM,MED #8 KL,Accepted Online,2019,Med Student 362
8/8/2016 10:30:04 AM,Med Annex2,Accepted Online,2019,Med Student 362
8/8/2016 10:39:02 AM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 10:54:09 AM,MED #8 KL,Accepted Online,2019,Med Student 386
8/8/2016 10:56:20 AM,MED #8 KL,Accepted Online,2019,Med Student 386
8/8/2016 11:05:53 AM,Med Annex2,Accepted Online,2020,Med Student 480
8/8/2016 11:06:20 AM,Med Annex2,Accepted Online,2020,Med Student 464
8/8/2016 11:11:17 AM,MED #8 KL,Accepted Online,2020,Med Student 455
8/8/2016 11:18:01 AM,Med Annex1,Accepted Online,2020,Med Student 464
8/8/2016 11:19:16 AM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 11:23:17 AM,Med Annex2,Accepted Online,2020,Med Student 476
8/8/2016 11:25:03 AM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 11:34:14 AM,MED #8 KL,Accepted Online,2019,Med Student 386
8/8/2016 11:37:49 AM,MED #8 KL,Accepted Online,2020,Med Student 477
8/8/2016 11:43:46 AM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 11:44:08 AM,Med Annex2,Accepted Online,2020,Med Student 472
8/8/2016 11:46:13 AM,Med Annex2,Accepted Online,2020,Med Student 564
8/8/2016 11:50:34 AM,MED #6 KL,Accepted Online,2019,Med Student 337
8/8/2016 11:50:42 AM,Med Annex1,Accepted Online,2019,Med Student 411
8/8/2016 11:53:13 AM,Med Annex1,Accepted Online,2019,Med Student 411
8/8/2016 11:53:42 AM,Med Annex1,Accepted Online,2019,Med Student 335
8/8/2016 11:54:31 AM,Med Annex2,Accepted Online,2019,Med Student 352
8/8/2016 11:54:46 AM,MED #6 KL,Accepted Online,2019,Med Student 337
8/8/2016 11:54:53 AM,Med Annex2,Accepted Online,2019,Med Student 387
8/8/2016 11:55:33 AM,MED #6 KL,Accepted Online,2019,Med Student 337
8/8/2016 11:58:54 AM,Med Annex2,Accepted Online,2019,Med Student 417
8/8/2016 11:59:45 AM,MED #4 KL,Accepted Online,{null},Faculty
8/8/2016 12:01:40 PM,Med Annex2,Accepted Online,2019,Med Student 437
8/8/2016 12:02:36 PM,Med Annex2,Accepted Online,2019,Med Student 360
8/8/2016 12:04:59 PM,Med Annex1,Accepted Online,2019,Med Student 417
8/8/2016 12:05:18 PM,Med Annex2,Accepted Online,2019,Med Student 360
8/8/2016 12:05:47 PM,Med Annex2,Accepted Online,2019,Med Student 416
8/8/2016 12:07:48 PM,Med Annex2,Accepted Online,2019,Med Student 393
8/8/2016 12:11:41 PM,Med Annex2,Accepted Online,{null},Staff
8/8/2016 12:12:10 PM,Med Annex2,Accepted Online,2020,Med Student 540
8/8/2016 12:12:54 PM,Med Annex1,Accepted Online,2020,Med Student 464
8/8/2016 12:16:38 PM,Med Annex2,Accepted Online,2020,Med Student 494
8/8/2016 12:16:39 PM,Med Annex1,Accepted Online,2019,Med Student 352
8/8/2016 12:17:55 PM,Med Annex2,Accepted Online,2019,Med Student 360
8/8/2016 12:19:36 PM,Med Annex2,Accepted Online,2019,Med Student 360
8/8/2016 12:22:48 PM,MED #4 KL,Accepted Online,2019,Med Student 337
8/8/2016 12:23:41 PM,MED #6 KL,Accepted Online,2019,Med Student 337
8/8/2016 12:34:14 PM,MED #4 KL,Accepted Online,2019,Med Student 386
8/8/2016 1:14:21 PM,MED #8 KL,Accepted Online,2019,Med Student 405
8/8/2016 1:32:58 PM,MED #8 KL,Accepted Online,2019,Med Student 405
8/8/2016 1:55:30 PM,MED #8 KL,Accepted Online,2019,Med Student 405
8/8/2016 2:14:34 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 2:14:43 PM,Med #2 KL,Accepted Online,2019,Med Student 405
8/8/2016 2:14:52 PM,MED #3 KL,Accepted Online,2019,Med Student 405
8/8/2016 2:15:06 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 2:34:36 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 2:34:37 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 2:40:08 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 2:40:18 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 2:56:40 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 2:57:24 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 3:03:09 PM,Med Annex2,Accepted Online,2019,Med Student 366
8/8/2016 3:04:34 PM,MED #6 KL,Accepted Online,2019,Med Student 337
8/8/2016 3:06:01 PM,Med Annex2,Accepted Online,2019,Med Student 318
8/8/2016 3:06:07 PM,MED #8 KL,Accepted Online,2019,Med Student 332
8/8/2016 3:06:37 PM,Med Annex2,Accepted Online,2019,Med Student 337
8/8/2016 3:07:24 PM,Med Annex2,Accepted Online,2019,Med Student 325
8/8/2016 3:07:31 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 3:07:56 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 3:08:33 PM,MED #8 KL,Accepted Online,2019,Med Student 332
8/8/2016 3:09:41 PM,MED #6 KL,Accepted Online,2019,Med Student 337
8/8/2016 3:12:50 PM,Med Annex2,Accepted Online,2019,Med Student 404
8/8/2016 3:15:38 PM,Med Annex2,Accepted Online,2019,Med Student 335
8/8/2016 3:16:16 PM,Med Annex1,Accepted Online,2019,Med Student 360
8/8/2016 3:17:08 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 3:17:41 PM,MED #8 KL,Accepted Online,2019,Med Student 382
8/8/2016 3:19:29 PM,Med Annex1,Accepted Online,2019,Med Student 404
8/8/2016 3:20:45 PM,Med Annex1,Accepted Online,2019,Med Student 405
8/8/2016 3:20:58 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 3:23:18 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 3:30:30 PM,Med Annex1,Accepted Online,2019,Med Student 360
8/8/2016 3:30:40 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 3:31:56 PM,Med Annex2,Accepted Online,2019,Med Student 325
8/8/2016 3:35:19 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 3:36:33 PM,Med Annex1,Accepted Online,2019,Med Student 366
8/8/2016 3:38:50 PM,Med Annex2,Accepted Online,2019,Med Student 318
8/8/2016 3:39:03 PM,MED #8 KL,Accepted Online,2020,Med Student 476
8/8/2016 3:39:12 PM,MED #4 KL,Accepted Online,2020,Med Student 490
8/8/2016 3:40:00 PM,Med Annex2,Accepted Online,2020,Med Student 525
8/8/2016 3:43:11 PM,Med Annex2,Accepted Online,2020,Med Student 490
8/8/2016 3:45:46 PM,MED #8 KL,Accepted Online,2020,Med Student 486
8/8/2016 3:46:10 PM,Med Annex1,Accepted Online,2020,Med Student 464
8/8/2016 3:50:54 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 3:55:53 PM,Med Annex2,Accepted Online,2020,Med Student 455
8/8/2016 3:57:28 PM,Med Annex2,Accepted Online,2020,Med Student 472
8/8/2016 3:58:11 PM,MED #8 KL,Accepted Online,2020,Med Student 551
8/8/2016 3:58:59 PM,Med Annex1,Accepted Online,2019,Med Student 360
8/8/2016 3:59:50 PM,MED #8 KL,Accepted Online,2020,Med Student 448
8/8/2016 4:00:47 PM,MED #4 KL,Accepted Online,{null},{null}
8/8/2016 4:09:02 PM,Med Annex1,Accepted Online,2019,Med Student 405
8/8/2016 4:13:19 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 4:14:36 PM,MED #6 KL,Accepted Online,2019,Med Student 337
8/8/2016 4:16:22 PM,MED #8 KL,Accepted Online,2020,Med Student 530
8/8/2016 4:17:18 PM,Med Annex2,Accepted Online,{null},Faculty
8/8/2016 4:17:31 PM,Med Annex2,Accepted Online,2020,Med Student 530
8/8/2016 4:25:55 PM,Med Annex2,Accepted Online,2019,Med Student 404
8/8/2016 4:29:14 PM,MED #4 KL,Accepted Online,2020,Med Student 501
8/8/2016 4:32:47 PM,MED #4 KL,Accepted Online,2020,Med Student 490
8/8/2016 4:33:31 PM,Med Annex2,Accepted Online,2020,Med Student 490
8/8/2016 4:43:56 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 4:48:52 PM,Med Annex2,Accepted Online,2020,Med Student 551
8/8/2016 4:51:44 PM,Med Annex2,Accepted Online,2020,Med Student 541
8/8/2016 4:56:25 PM,MED #8 KL,Accepted Online,2019,Med Student 382
8/8/2016 5:00:39 PM,Med Annex1,Accepted Online,2020,Med Student 541
8/8/2016 5:02:11 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 5:09:41 PM,Med Annex1,Accepted Online,2019,Med Student 360
8/8/2016 5:28:16 PM,MED #9 KL,Accepted Online,2019,Med Student 405
8/8/2016 5:29:28 PM,Med Annex1,Accepted Online,2019,Med Student 405
8/8/2016 5:32:19 PM,Med Annex2,Accepted Online,2020,Med Student 460
8/8/2016 5:35:16 PM,MED #4 KL,Accepted Online,2020,Med Student 460
8/8/2016 5:36:33 PM,Med Annex2,Accepted Online,2020,Med Student 504
8/8/2016 5:37:13 PM,Med Annex2,Accepted Online,2020,Med Student 553
8/8/2016 5:37:52 PM,Med Annex1,Accepted Online,2020,Med Student 464
8/8/2016 5:48:28 PM,MED #8 KL,Accepted Online,2020,Med Student 486
8/8/2016 5:49:31 PM,Med Annex2,Accepted Online,2020,Med Student 506
8/8/2016 5:52:13 PM,Med Annex2,Accepted Online,2020,Med Student 543
8/8/2016 5:53:40 PM,Med Annex2,Accepted Online,2020,Med Student 553
8/8/2016 5:56:11 PM,Med Annex1,Accepted Online,2019,Med Student 360
8/8/2016 6:00:36 PM,Med Annex1,Accepted Online,2019,Med Student 366
8/8/2016 6:04:58 PM,MED #8 KL,Accepted Online,2020,Med Student 460
