Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
9/6/2016 8:10:57 AM,MED #5 KL,Accepted Online,2020,Med Student 540
9/6/2016 8:11:55 AM,Med #1 KL,Accepted Online,2020,Med Student 540
9/6/2016 8:12:01 AM,MED #5 KL,Accepted Online,2020,Med Student 540
9/6/2016 9:25:34 AM,MED #9 KL,Accepted Online,2020,Med Student 464
9/6/2016 9:35:29 AM,MED #8 KL,Accepted Online,2020,Med Student 567
9/6/2016 9:36:33 AM,MED #8 KL,Accepted Online,2020,Med Student 446
9/6/2016 9:37:02 AM,MED #8 KL,Accepted Online,2020,Med Student 480
9/6/2016 9:37:02 AM,Med Annex2,Accepted Online,2020,Med Student 561
9/6/2016 9:37:50 AM,MED #8 KL,Accepted Online,2020,Med Student 563
9/6/2016 9:39:00 AM,MED #3 KL,Accepted Online,2020,Med Student 511
9/6/2016 9:39:07 AM,Med Annex2,Accepted Online,2020,Med Student 475
9/6/2016 9:39:40 AM,MED #8 KL,Accepted Online,2020,Med Student 567
9/6/2016 9:39:49 AM,MED #8 KL,Accepted Online,2020,Med Student 457
9/6/2016 9:39:51 AM,MED #6 KL,Accepted Online,2020,Med Student 522
9/6/2016 9:40:20 AM,MED #3 KL,Accepted Online,2020,Med Student 511
9/6/2016 9:40:49 AM,Med Annex2,Accepted Online,2020,Med Student 519
9/6/2016 9:40:56 AM,MED #7 KL,Accepted Online,2020,Med Student 501
9/6/2016 9:41:09 AM,Med #1 KL,Accepted Online,2020,Med Student 501
9/6/2016 9:41:20 AM,Med #2 KL,Accepted Online,2020,Med Student 501
9/6/2016 9:41:23 AM,MED #8 KL,Accepted Online,2020,Med Student 476
9/6/2016 9:41:50 AM,MED #6 KL,Accepted Online,2020,Med Student 522
9/6/2016 9:41:52 AM,MED #3 KL,Accepted Online,2020,Med Student 511
9/6/2016 9:41:55 AM,Med Annex1,Accepted Online,2020,Med Student 564
9/6/2016 9:42:22 AM,Med Annex2,Accepted Online,2020,Med Student 452
9/6/2016 9:43:21 AM,MED #8 KL,Accepted Online,2020,Med Student 453
9/6/2016 9:43:25 AM,Med #1 KL,Accepted Online,2020,Med Student 551
9/6/2016 9:44:02 AM,MED #8 KL,Accepted Online,2020,Med Student 457
9/6/2016 9:45:17 AM,Med Annex1,Accepted Online,2020,Med Student 475
9/6/2016 9:45:43 AM,MED #8 KL,Accepted Online,2020,Med Student 482
9/6/2016 9:46:38 AM,Med Annex2,Accepted Online,2020,Med Student 453
9/6/2016 9:48:08 AM,MED #8 KL,Accepted Online,2020,Med Student 510
9/6/2016 9:49:49 AM,Med #2 KL,Accepted Online,2020,Med Student 501
9/6/2016 9:49:56 AM,MED #8 KL,Accepted Online,2020,Med Student 482
9/6/2016 9:50:55 AM,MED #8 KL,Accepted Online,2020,Med Student 493
9/6/2016 9:51:05 AM,Med Annex1,Accepted Online,2020,Med Student 564
9/6/2016 9:51:44 AM,MED #7 KL,Accepted Online,2020,Med Student 538
9/6/2016 9:52:20 AM,Med Annex2,Accepted Online,2020,Med Student 468
9/6/2016 9:52:59 AM,Med Annex1,Accepted Online,2020,Med Student 464
9/6/2016 9:54:04 AM,Med Annex1,Accepted Online,2020,Med Student 481
9/6/2016 9:56:01 AM,MED #9 KL,Accepted Online,2020,Med Student 464
9/6/2016 9:56:45 AM,Med Annex1,Accepted Online,2020,Med Student 464
9/6/2016 10:01:49 AM,MED #8 KL,Accepted Online,2019,Med Student 370
9/6/2016 10:01:49 AM,Med Annex2,Accepted Online,2019,Med Student 385
9/6/2016 10:07:16 AM,Med Annex1,Accepted Online,2019,Med Student 370
9/6/2016 10:11:18 AM,Med Annex1,Accepted Online,2020,Med Student 540
9/6/2016 10:12:39 AM,Med Annex1,Accepted Online,2020,Med Student 472
9/6/2016 10:17:18 AM,MED #8 KL,Accepted Online,2020,Med Student 473
9/6/2016 10:21:14 AM,Med Annex2,Accepted Online,2020,Med Student 453
9/6/2016 10:22:11 AM,MED #4 KL,Accepted Online,2020,Med Student 446
9/6/2016 10:25:53 AM,Med Annex2,Accepted Online,2020,Med Student 542
9/6/2016 10:26:08 AM,Med Annex2,Accepted Online,2020,Med Student 540
9/6/2016 10:29:16 AM,MED #8 KL,Accepted Online,2020,Med Student 482
9/6/2016 10:29:57 AM,MED #5 KL,Accepted Online,2019,Med Student 348
9/6/2016 10:30:17 AM,Med Annex1,Accepted Online,2019,Med Student 348
9/6/2016 10:31:13 AM,MED #8 KL,Accepted Online,2019,Med Student 370
9/6/2016 10:34:42 AM,MED #8 KL,Accepted Online,2020,Med Student 543
9/6/2016 10:35:26 AM,MED #9 KL,Accepted Online,2019,Med Student 326
9/6/2016 10:38:23 AM,MED #8 KL,Accepted Online,2020,Med Student 567
9/6/2016 10:39:01 AM,MED #8 KL,Accepted Online,2019,Med Student 345
9/6/2016 10:39:44 AM,MED #3 KL,Accepted Online,2020,Med Student 511
9/6/2016 10:39:57 AM,Med Annex2,Accepted Online,2019,Med Student 404
9/6/2016 10:42:22 AM,Med Annex1,Accepted Online,2020,Med Student 555
9/6/2016 10:42:26 AM,MED #8 KL,Accepted Online,2019,Med Student 372
9/6/2016 10:43:26 AM,MED #8 KL,Accepted Online,2020,Med Student 515
9/6/2016 10:44:39 AM,Med #1 KL,Accepted Online,2020,Med Student 551
9/6/2016 10:45:34 AM,MED #8 KL,Accepted Online,2019,Med Student 370
9/6/2016 10:45:39 AM,MED #7 KL,Accepted Online,2020,Med Student 538
9/6/2016 10:45:48 AM,MED #8 KL,Accepted Online,2019,Med Student 366
9/6/2016 10:46:16 AM,MED #4 KL,Accepted Online,2020,Med Student 446
9/6/2016 10:48:46 AM,Med Annex2,Accepted Online,2019,Med Student 374
9/6/2016 10:49:31 AM,MED #4 KL,Accepted Online,2019,Med Student 372
9/6/2016 10:51:08 AM,Med Annex2,Accepted Online,2019,Med Student 385
9/6/2016 10:51:19 AM,MED #9 KL,Accepted Online,2019,Med Student 406
9/6/2016 10:51:24 AM,Med Annex1,Accepted Online,2019,Med Student 374
9/6/2016 10:51:58 AM,MED #4 KL,Accepted Online,2019,Med Student 372
9/6/2016 10:52:11 AM,Med Annex2,Accepted Online,2019,Med Student 425
9/6/2016 10:53:00 AM,MED #5 KL,Accepted Online,2020,Med Student 510
9/6/2016 10:53:25 AM,MED #8 KL,Accepted Online,2019,Med Student 366
9/6/2016 10:53:55 AM,MED #4 KL,Accepted Online,2019,Med Student 372
9/6/2016 10:55:24 AM,MED #8 KL,Accepted Online,2019,Med Student 423
9/6/2016 10:56:20 AM,Med Annex1,Accepted Online,2020,Med Student 508
9/6/2016 10:57:38 AM,MED #8 KL,Accepted Online,2019,Med Student 407
9/6/2016 10:57:40 AM,Med Annex2,Accepted Online,2020,Med Student 513
9/6/2016 10:57:56 AM,MED #8 KL,Accepted Online,2020,Med Student 551
9/6/2016 10:58:28 AM,MED #8 KL,Accepted Online,2019,Med Student 423
9/6/2016 11:00:55 AM,Med #1 KL,Accepted Online,2019,Med Student 378
9/6/2016 11:02:06 AM,Med Annex1,Accepted Online,2020,Med Student 564
9/6/2016 11:03:07 AM,Med Annex1,Accepted Online,2020,Med Student 452
9/6/2016 11:04:18 AM,Med Annex2,Accepted Online,2019,Med Student 369
9/6/2016 11:05:56 AM,MED #8 KL,Accepted Online,2019,Med Student 370
9/6/2016 11:07:46 AM,MED #8 KL,Accepted Online,2020,Med Student 457
9/6/2016 11:08:02 AM,MED #8 KL,Accepted Online,2019,Med Student 440
9/6/2016 11:09:49 AM,MED #8 KL,Accepted Online,2020,Med Student 493
9/6/2016 11:10:43 AM,MED #5 KL,Accepted Online,2019,Med Student 337
9/6/2016 11:10:47 AM,MED #8 KL,Accepted Online,2020,Med Student 563
9/6/2016 11:12:37 AM,MED #8 KL,Accepted Online,2020,Med Student 453
9/6/2016 11:13:58 AM,MED #8 KL,Accepted Online,2019,Med Student 366
9/6/2016 11:14:21 AM,Med Annex2,Accepted Online,2019,Med Student 417
9/6/2016 11:14:37 AM,Med Annex1,Accepted Online,2020,Med Student 464
9/6/2016 11:15:30 AM,MED #8 KL,Accepted Online,2019,Med Student 332
9/6/2016 11:16:23 AM,Med Annex1,Accepted Online,2020,Med Student 481
9/6/2016 11:21:36 AM,Med Annex1,Accepted Online,2020,Med Student 513
9/6/2016 11:22:09 AM,Med Annex2,Accepted Online,2020,Med Student 494
9/6/2016 11:22:58 AM,MED #6 KL,Accepted Online,2020,Med Student 522
9/6/2016 11:23:19 AM,Med Annex1,Accepted Online,2020,Med Student 475
9/6/2016 11:25:00 AM,MED #8 KL,Accepted Online,2020,Med Student 523
9/6/2016 11:26:43 AM,Med Annex1,Accepted Online,2020,Med Student 475
9/6/2016 11:27:39 AM,MED #8 KL,Accepted Online,2019,Med Student 370
9/6/2016 11:28:39 AM,MED #6 KL,Accepted Online,2020,Med Student 522
9/6/2016 11:29:59 AM,Med Annex2,Accepted Online,2019,Med Student 385
9/6/2016 11:30:47 AM,Med Annex1,Accepted Online,2020,Med Student 464
9/6/2016 11:31:37 AM,MED #4 KL,Accepted Online,2019,Med Student 372
9/6/2016 11:33:24 AM,MED #8 KL,Accepted Online,2020,Med Student 473
9/6/2016 11:34:31 AM,Med Annex2,Accepted Online,2020,Med Student 485
9/6/2016 11:36:00 AM,Med Annex2,Accepted Online,2020,Med Student 492
9/6/2016 11:40:33 AM,MED #8 KL,Accepted Online,2020,Med Student 523
9/6/2016 11:41:32 AM,MED #3 KL,Accepted Online,2020,Med Student 511
9/6/2016 11:42:27 AM,MED #8 KL,Accepted Online,2019,Med Student 440
9/6/2016 11:45:43 AM,MED #8 KL,Accepted Online,2019,Med Student 360
9/6/2016 11:51:56 AM,MED #8 KL,Accepted Online,2020,Med Student 543
9/6/2016 11:52:22 AM,Med Annex2,Accepted Online,2020,Med Student 451
