Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
1/9/2017 7:08:09 AM,Med Annex2,Accepted Online,{null},Staff
1/9/2017 7:09:56 AM,MED #8 KL,Accepted Online,2019,Med Student 331
1/9/2017 9:05:49 AM,MED #8 KL,Accepted Online,2019,Med Student 430
1/9/2017 9:51:30 AM,MED #8 KL,Accepted Online,2019,Med Student 430
1/9/2017 10:29:15 AM,MED #8 KL,Accepted Online,2019,Med Student 328
1/9/2017 10:58:54 AM,MED #8 KL,Accepted Online,2019,Med Student 426
1/9/2017 10:58:57 AM,Med Annex2,Accepted Online,2019,Med Student 360
1/9/2017 11:00:54 AM,Med #1 KL,Accepted Online,2019,Med Student 416
1/9/2017 11:01:50 AM,MED #4 KL,Accepted Online,2019,Med Student 372
1/9/2017 11:02:52 AM,Med Annex2,Accepted Online,2019,Med Student 360
1/9/2017 11:04:20 AM,Med Annex2,Accepted Online,2019,Med Student 366
1/9/2017 11:05:10 AM,MED #8 KL,Accepted Online,2019,Med Student 382
1/9/2017 11:05:47 AM,Med #1 KL,Accepted Online,2019,Med Student 416
1/9/2017 11:13:51 AM,MED #8 KL,Accepted Online,2019,Med Student 365
1/9/2017 11:13:56 AM,MED #4 KL,Accepted Online,2019,Med Student 372
1/9/2017 11:34:56 AM,MED #8 KL,Accepted Online,2019,Med Student 430
1/9/2017 11:37:50 AM,MED #8 KL,Accepted Online,2019,Med Student 426
1/9/2017 11:38:09 AM,MED #4 KL,Accepted Online,2019,Med Student 372
1/9/2017 11:42:12 AM,Med Annex2,Accepted Online,2019,Med Student 366
1/9/2017 11:58:22 AM,Med #1 KL,Accepted Online,2019,Med Student 416
1/9/2017 12:03:45 PM,MED #3 KL,Accepted Online,2020,Med Student 545
1/9/2017 12:05:37 PM,MED #8 KL,Accepted Online,2020,Med Student 535
1/9/2017 12:34:57 PM,Med Annex2,Accepted Online,2020,Med Student 492
1/9/2017 1:20:20 PM,MED #6 KL,perm sch invalid,2019,Med Student 414
1/9/2017 1:24:08 PM,MED #4 KL,Accepted Online,2019,Med Student 386
1/9/2017 1:25:24 PM,MED #4 KL,Accepted Online,2019,Med Student 372
1/9/2017 1:26:41 PM,MED #8 KL,Accepted Online,2019,Med Student 427
1/9/2017 1:27:39 PM,MED #4 KL,Accepted Online,2019,Med Student 386
1/9/2017 1:36:28 PM,Med Annex2,Accepted Online,2019,Med Student 404
1/9/2017 1:37:23 PM,MED #8 KL,Accepted Online,2019,Med Student 353
1/9/2017 1:46:47 PM,MED #8 KL,Accepted Online,2019,Med Student 422
1/9/2017 1:46:54 PM,Med #1 KL,Accepted Online,2019,Med Student 416
1/9/2017 1:53:15 PM,Med #1 KL,Accepted Online,2019,Med Student 416
1/9/2017 1:54:18 PM,Med Annex2,Accepted Online,2019,Med Student 318
1/9/2017 1:57:12 PM,Med Annex2,Accepted Online,2019,Med Student 318
1/9/2017 2:09:17 PM,MED #4 KL,Accepted Online,2019,Med Student 386
1/9/2017 2:10:20 PM,Med Annex2,Accepted Online,2019,Med Student 404
1/9/2017 2:45:15 PM,MED #4 KL,Accepted Online,2019,Med Student 372
1/9/2017 2:55:07 PM,MED #4 KL,Accepted Online,2019,Med Student 386
1/9/2017 3:04:00 PM,Med Annex2,Accepted Online,2019,Med Student 366
1/9/2017 3:05:43 PM,Med Annex1,Accepted Online,2019,Med Student 366
1/9/2017 3:17:14 PM,MED #8 KL,Accepted Online,2019,Med Student 369
1/9/2017 3:21:27 PM,MED #8 KL,Accepted Online,2019,Med Student 369
1/9/2017 3:24:13 PM,Med Annex2,Accepted Online,2019,Med Student 360
1/9/2017 3:33:48 PM,Med Annex2,Accepted Online,2019,Med Student 318
1/9/2017 3:33:56 PM,Med Annex1,Accepted Online,2019,Med Student 360
1/9/2017 3:36:56 PM,Med Annex2,Accepted Online,2020,Med Student 526
1/9/2017 3:42:24 PM,MED #9 KL,Accepted Online,2020,Med Student 502
1/9/2017 3:44:24 PM,Med Annex1,Accepted Online,2020,Med Student 464
1/9/2017 3:45:22 PM,Med Annex1,Accepted Online,2019,Med Student 374
1/9/2017 3:49:05 PM,Med Annex2,Accepted Online,2020,Med Student 561
1/9/2017 3:49:21 PM,Med Annex1,Accepted Online,2020,Med Student 464
1/9/2017 3:58:41 PM,MED #9 KL,Accepted Online,2020,Med Student 502
