Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
11/28/2016 7:21:42 AM,MED #8 KL,Accepted Online,2020,Med Student 552
11/28/2016 7:38:32 AM,MED #8 KL,Accepted Online,2019,Med Student 430
11/28/2016 7:48:25 AM,MED #8 KL,Accepted Online,2019,Med Student 430
11/28/2016 7:53:31 AM,Med Annex2,Accepted Online,{null},Faculty
11/28/2016 8:06:41 AM,MED #6 KL,Accepted Online,2019,Med Student 337
11/28/2016 8:11:40 AM,MED #6 KL,Accepted Online,2019,Med Student 337
11/28/2016 8:25:05 AM,Med Annex2,Accepted Online,{null},Faculty
11/28/2016 8:31:18 AM,Med Annex2,Accepted Online,{null},Faculty
11/28/2016 8:40:21 AM,MED #8 KL,Accepted Online,2020,Med Student 552
11/28/2016 8:41:47 AM,Med Annex2,Accepted Online,{null},Faculty
11/28/2016 8:43:11 AM,Med #2 KL,Accepted Online,{null},Faculty
11/28/2016 8:43:26 AM,Med #1 KL,Accepted Online,{null},Faculty
11/28/2016 8:43:39 AM,MED #5 KL,Accepted Online,{null},Faculty
11/28/2016 8:43:54 AM,MED #7 KL,Accepted Online,{null},Faculty
11/28/2016 8:44:22 AM,Med Annex1,Accepted Online,{null},Faculty
11/28/2016 8:46:24 AM,MED #3 KL,Accepted Online,{null},Faculty
11/28/2016 8:46:58 AM,MED #5 KL,Accepted Online,{null},Faculty
11/28/2016 8:47:18 AM,MED #7 KL,Accepted Online,{null},Faculty
11/28/2016 8:47:39 AM,Med Annex1,Accepted Online,{null},Faculty
11/28/2016 8:48:14 AM,MED #9 KL,Accepted Online,{null},Faculty
11/28/2016 8:57:56 AM,MED #8 KL,Accepted Online,2020,Med Student 511
11/28/2016 8:59:49 AM,Med Annex1,Accepted Online,2020,Med Student 511
11/28/2016 9:08:43 AM,MED #8 KL,Accepted Online,2019,Med Student 430
11/28/2016 9:19:58 AM,MED #8 KL,Accepted Online,2019,Med Student 364
11/28/2016 9:36:37 AM,Med Annex1,Accepted Online,2020,Med Student 511
11/28/2016 9:48:24 AM,MED #8 KL,Accepted Online,2019,Med Student 430
11/28/2016 9:55:41 AM,Med Annex2,Accepted Online,2020,Med Student 547
11/28/2016 9:55:48 AM,MED #8 KL,Accepted Online,2018,Med Student 275
11/28/2016 9:57:53 AM,MED #4 KL,Accepted Online,2019,Med Student 386
11/28/2016 9:58:35 AM,Med Annex1,Accepted Online,2020,Med Student 547
11/28/2016 10:02:03 AM,MED #8 KL,Accepted Online,2018,Med Student 275
11/28/2016 10:03:24 AM,MED #8 KL,Accepted Online,2019,Med Student 353
11/28/2016 10:06:26 AM,MED #4 KL,Accepted Online,2019,Med Student 386
11/28/2016 10:17:56 AM,MED #4 KL,Accepted Online,2019,Med Student 372
11/28/2016 10:18:47 AM,Med Annex2,Accepted Online,2020,Med Student 564
11/28/2016 10:24:19 AM,MED #8 KL,Accepted Online,2019,Med Student 331
11/28/2016 10:30:04 AM,MED #4 KL,Accepted Online,2019,Med Student 386
11/28/2016 10:32:23 AM,Med Annex2,Accepted Online,2019,Med Student 397
11/28/2016 10:50:54 AM,Med Annex1,Accepted Online,2020,Med Student 564
11/28/2016 10:55:42 AM,Med Annex1,Accepted Online,2020,Med Student 547
11/28/2016 10:58:44 AM,MED #8 KL,Accepted Online,2020,Med Student 552
11/28/2016 10:59:00 AM,Med #2 KL,Accepted Online,2020,Med Student 496
11/28/2016 10:59:28 AM,Med Annex2,Accepted Online,2020,Med Student 464
11/28/2016 11:00:20 AM,Med Annex2,Accepted Online,2020,Med Student 510
11/28/2016 11:01:33 AM,MED #4 KL,Accepted Online,2020,Med Student 561
11/28/2016 11:01:55 AM,Med Annex2,Accepted Online,2020,Med Student 529
11/28/2016 11:03:07 AM,MED #8 KL,Accepted Online,2020,Med Student 552
11/28/2016 11:03:27 AM,Med Annex1,Accepted Online,2020,Med Student 529
11/28/2016 11:03:40 AM,Med Annex2,Accepted Online,2020,Med Student 486
11/28/2016 11:04:24 AM,MED #8 KL,Accepted Online,2020,Med Student 553
11/28/2016 11:05:00 AM,Med Annex2,Accepted Online,2020,Med Student 508
11/28/2016 11:05:24 AM,MED #4 KL,Accepted Online,{null},Staff
11/28/2016 11:07:15 AM,MED #8 KL,Accepted Online,2020,Med Student 484
11/28/2016 11:07:59 AM,Med Annex1,Accepted Online,2020,Med Student 502
11/28/2016 11:08:41 AM,Med #2 KL,Accepted Online,2020,Med Student 496
11/28/2016 11:09:32 AM,Med #2 KL,Accepted Online,2020,Med Student 496
11/28/2016 11:09:54 AM,Med Annex1,Accepted Online,2020,Med Student 564
11/28/2016 11:10:58 AM,Med Annex1,Accepted Online,2020,Med Student 553
11/28/2016 11:12:48 AM,Med #2 KL,Accepted Online,2020,Med Student 502
11/28/2016 11:14:23 AM,Med Annex1,Accepted Online,2020,Med Student 551
11/28/2016 11:14:44 AM,MED #8 KL,Accepted Online,2020,Med Student 543
11/28/2016 11:15:45 AM,MED #4 KL,Accepted Online,2019,Med Student 372
11/28/2016 11:21:39 AM,Med Annex1,Accepted Online,2020,Med Student 551
11/28/2016 11:21:41 AM,MED #8 KL,Accepted Online,2020,Med Student 448
11/28/2016 11:23:12 AM,MED #8 KL,Accepted Online,2020,Med Student 448
11/28/2016 11:24:38 AM,MED #8 KL,Accepted Online,2020,Med Student 476
11/28/2016 11:27:06 AM,Med Annex1,Accepted Online,2020,Med Student 464
11/28/2016 11:29:31 AM,MED #8 KL,Accepted Online,2020,Med Student 543
11/28/2016 11:29:48 AM,Med Annex2,Accepted Online,2020,Med Student 567
11/28/2016 11:32:09 AM,Med #1 KL,Accepted Online,2020,Med Student 488
11/28/2016 11:32:43 AM,Med Annex2,Accepted Online,2020,Med Student 535
11/28/2016 11:32:59 AM,MED #3 KL,Accepted Online,2020,Med Student 513
11/28/2016 11:34:39 AM,MED #8 KL,Accepted Online,2019,Med Student 364
