Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
1/23/2017 7:25:14 AM,MED #4 KL,Accepted Online,{null},Staff
1/23/2017 7:55:28 AM,Med Annex2,Accepted Online,2019,Med Student 330
1/23/2017 7:58:10 AM,Med Annex1,Accepted Online,2019,Med Student 330
1/23/2017 8:00:24 AM,MED #8 KL,Accepted Online,2019,Med Student 331
1/23/2017 9:22:22 AM,MED #8 KL,Accepted Online,2019,Med Student 331
1/23/2017 9:27:25 AM,MED #6 KL,Accepted Online,2019,Med Student 337
1/23/2017 9:28:27 AM,MED #4 KL,Accepted Online,2019,Med Student 337
1/23/2017 9:34:34 AM,MED #6 KL,Accepted Online,2019,Med Student 337
1/23/2017 10:52:54 AM,Med Annex2,Accepted Online,2020,Med Student 564
1/23/2017 10:55:43 AM,Med Annex2,Accepted Online,2019,Med Student 439
1/23/2017 10:57:57 AM,MED #8 KL,Accepted Online,2019,Med Student 351
1/23/2017 10:58:06 AM,Med Annex1,Accepted Online,2019,Med Student 417
1/23/2017 10:59:41 AM,Med Annex2,Accepted Online,2019,Med Student 318
1/23/2017 11:00:26 AM,MED #8 KL,Accepted Online,2019,Med Student 355
1/23/2017 11:01:20 AM,MED #7 KL,Accepted Online,2019,Med Student 379
1/23/2017 11:01:26 AM,MED #5 KL,Accepted Online,2019,Med Student 403
1/23/2017 11:02:14 AM,Med Annex2,Accepted Online,2019,Med Student 318
1/23/2017 11:03:27 AM,MED #7 KL,Accepted Online,2019,Med Student 403
1/23/2017 11:04:30 AM,Med Annex2,Accepted Online,2019,Med Student 404
1/23/2017 11:05:47 AM,MED #8 KL,Accepted Online,2019,Med Student 423
1/23/2017 11:06:25 AM,MED #5 KL,Accepted Online,2019,Med Student 403
1/23/2017 11:12:23 AM,Med Annex1,Accepted Online,2019,Med Student 404
1/23/2017 11:14:48 AM,MED #8 KL,Accepted Online,2019,Med Student 372
1/23/2017 11:15:47 AM,MED #8 KL,Accepted Online,2020,Med Student 473
1/23/2017 11:16:09 AM,MED #8 KL,Accepted Online,2020,Med Student 553
1/23/2017 11:17:35 AM,Med Annex1,Accepted Online,2019,Med Student 439
1/23/2017 11:18:11 AM,MED #8 KL,Accepted Online,2020,Med Student 493
1/23/2017 11:19:18 AM,MED #7 KL,Accepted Online,2019,Med Student 379
1/23/2017 11:19:31 AM,MED #8 KL,Accepted Online,2020,Med Student 473
1/23/2017 11:20:35 AM,Med Annex1,Accepted Online,2020,Med Student 464
1/23/2017 11:21:40 AM,MED #8 KL,Accepted Online,2020,Med Student 493
1/23/2017 11:22:52 AM,Med Annex2,Accepted Online,2017,Med Student 139
1/23/2017 11:23:17 AM,MED #8 KL,Accepted Online,2020,Med Student 553
1/23/2017 11:23:17 AM,MED #9 KL,Accepted Online,2017,Med Student 139
1/23/2017 11:25:32 AM,Med #1 KL,Accepted Online,2020,Med Student 488
1/23/2017 11:25:39 AM,MED #7 KL,Accepted Online,2019,Med Student 379
1/23/2017 11:27:57 AM,Med #1 KL,Accepted Online,2020,Med Student 488
1/23/2017 11:30:23 AM,Med Annex2,Accepted Online,2019,Med Student 387
1/23/2017 11:31:32 AM,MED #7 KL,Accepted Online,2019,Med Student 379
1/23/2017 11:31:35 AM,MED #8 KL,Accepted Online,2019,Med Student 426
1/23/2017 11:35:15 AM,MED #4 KL,Accepted Online,2019,Med Student 423
1/23/2017 11:36:39 AM,MED #4 KL,Accepted Online,2019,Med Student 372
1/23/2017 11:36:46 AM,Med #2 KL,Accepted Online,2019,Med Student 439
1/23/2017 11:37:49 AM,Med Annex1,Accepted Online,2020,Med Student 564
1/23/2017 11:39:32 AM,Med Annex2,Accepted Online,2019,Med Student 387
1/23/2017 11:43:59 AM,MED #6 KL,Accepted Online,2019,Med Student 337
1/23/2017 11:48:41 AM,Med #2 KL,Accepted Online,2019,Med Student 439
1/23/2017 11:56:40 AM,MED #8 KL,Accepted Online,2020,Med Student 510
1/23/2017 11:59:31 AM,MED #4 KL,Accepted Online,2020,Med Student 510
1/23/2017 12:05:45 PM,Med Annex2,Accepted Online,2019,Med Student 366
1/23/2017 12:06:11 PM,MED #9 KL,Accepted Online,2019,Med Student 366
1/23/2017 12:06:29 PM,MED #3 KL,Accepted Online,2019,Med Student 366
1/23/2017 12:07:50 PM,Med Annex2,Accepted Online,2019,Med Student 426
1/23/2017 12:11:28 PM,Med Annex2,Accepted Online,2020,Med Student 498
1/23/2017 12:11:34 PM,MED #4 KL,Accepted Online,2020,Med Student 540
1/23/2017 12:12:10 PM,MED #8 KL,Accepted Online,2019,Med Student 360
1/23/2017 12:13:26 PM,Med Annex2,Accepted Online,2019,Med Student 372
1/23/2017 12:16:28 PM,MED #4 KL,Accepted Online,2019,Med Student 360
1/23/2017 12:24:48 PM,MED #8 KL,Accepted Online,2019,Med Student 355
1/23/2017 12:26:30 PM,MED #8 KL,Accepted Online,2020,Med Student 553
1/23/2017 12:27:45 PM,MED #9 KL,Accepted Online,2020,Med Student 451
1/23/2017 12:28:05 PM,MED #8 KL,Accepted Online,2020,Med Student 507
1/23/2017 12:31:01 PM,MED #5 KL,Accepted Online,2019,Med Student 403
1/23/2017 12:33:55 PM,MED #9 KL,Accepted Online,2020,Med Student 542
1/23/2017 12:37:21 PM,Med #1 KL,Accepted Online,2020,Med Student 488
1/23/2017 12:50:24 PM,MED #5 KL,Accepted Online,2019,Med Student 379
1/23/2017 12:52:37 PM,MED #8 KL,Accepted Online,2020,Med Student 547
1/23/2017 12:52:39 PM,Med Annex1,Accepted Online,2019,Med Student 439
1/23/2017 12:52:54 PM,MED #4 KL,Accepted Online,2019,Med Student 372
1/23/2017 12:56:49 PM,Med Annex1,Accepted Online,2020,Med Student 551
1/23/2017 12:57:45 PM,Med Annex1,Accepted Online,2017,Med Student 139
1/23/2017 1:01:04 PM,Med Annex2,Accepted Online,2019,Med Student 404
1/23/2017 1:03:58 PM,MED #8 KL,Accepted Online,2020,Med Student 540
1/23/2017 1:09:03 PM,MED #8 KL,Accepted Online,2020,Med Student 561
1/23/2017 1:09:07 PM,Med Annex2,Accepted Online,2020,Med Student 453
1/23/2017 1:09:15 PM,MED #7 KL,Accepted Online,2019,Med Student 379
1/23/2017 1:11:04 PM,Med Annex2,Accepted Online,2019,Med Student 318
1/23/2017 1:11:58 PM,MED #4 KL,Accepted Online,2020,Med Student 510
1/23/2017 1:12:59 PM,Med Annex1,Accepted Online,2020,Med Student 561
1/23/2017 1:18:23 PM,MED #3 KL,Accepted Online,2019,Med Student 366
1/23/2017 1:19:00 PM,MED #8 KL,Accepted Online,2020,Med Student 553
1/23/2017 1:19:14 PM,Med Annex2,Accepted Online,2020,Med Student 486
1/23/2017 1:22:38 PM,MED #8 KL,Accepted Online,2020,Med Student 547
1/23/2017 1:23:36 PM,MED #8 KL,Accepted Online,2020,Med Student 527
1/23/2017 1:24:10 PM,MED #7 KL,Accepted Online,2019,Med Student 379
