Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
11/21/2016 7:45:47 AM,Med Annex2,Accepted Online,{null},Faculty
11/21/2016 7:46:11 AM,Med Annex2,Accepted Online,2020,Med Student 511
11/21/2016 7:50:49 AM,Med Annex1,Accepted Online,2020,Med Student 511
11/21/2016 8:12:39 AM,MED #8 KL,Accepted Online,2019,Med Student 328
11/21/2016 8:14:39 AM,Med Annex2,Accepted Online,2019,Med Student 439
11/21/2016 9:04:05 AM,MED #8 KL,Accepted Online,2019,Med Student 328
11/21/2016 9:10:54 AM,Med Annex1,Accepted Online,2019,Med Student 439
11/21/2016 10:27:43 AM,Med Annex2,Accepted Online,2020,Med Student 547
11/21/2016 10:31:55 AM,Med Annex1,Accepted Online,2020,Med Student 547
11/21/2016 10:47:45 AM,Med Annex1,Accepted Online,2020,Med Student 547
11/21/2016 10:48:59 AM,MED #4 KL,Accepted Online,2020,Med Student 540
11/21/2016 11:01:38 AM,MED #4 KL,Accepted Online,2019,Med Student 372
11/21/2016 11:03:17 AM,MED #8 KL,Accepted Online,2020,Med Student 543
11/21/2016 11:08:20 AM,MED #8 KL,Accepted Online,2020,Med Student 543
11/21/2016 11:13:07 AM,Med #1 KL,Accepted Online,2020,Med Student 488
11/21/2016 11:14:04 AM,MED #4 KL,Accepted Online,{null},Staff
11/21/2016 11:14:27 AM,MED #4 KL,Accepted Online,2019,Med Student 386
11/21/2016 11:17:43 AM,MED #8 KL,Accepted Online,2019,Med Student 386
11/21/2016 11:25:08 AM,MED #4 KL,Accepted Online,2020,Med Student 540
11/21/2016 11:32:50 AM,Med Annex2,Accepted Online,2019,Med Student 318
11/21/2016 11:39:42 AM,MED #4 KL,Accepted Online,2019,Med Student 372
11/21/2016 11:45:23 AM,Med Annex2,Accepted Online,2020,Med Student 514
11/21/2016 11:49:25 AM,Med Annex2,Accepted Online,2020,Med Student 520
11/21/2016 12:09:46 PM,Med Annex2,Accepted Online,2020,Med Student 520
11/21/2016 12:18:02 PM,MED #8 KL,Accepted Online,2019,Med Student 386
11/21/2016 12:21:31 PM,Med Annex1,Accepted Online,2020,Med Student 488
