Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
5/16/2016 7:17:36 AM,MED #8 KL,Accepted Online,{null},{null}
5/16/2016 7:18:48 AM,MED #9 KL,Accepted Online,2018,Med Student 249
5/16/2016 7:46:02 AM,Med #1 KL,Accepted Online,2018,Med Student 282
5/16/2016 7:46:55 AM,MED #9 KL,Accepted Online,2018,Med Student 282
5/16/2016 7:47:05 AM,Med Annex1,Accepted Online,2018,Med Student 282
5/16/2016 7:51:10 AM,Med #1 KL,Accepted Online,2018,Med Student 282
5/16/2016 7:57:38 AM,MED #3 KL,Accepted Online,2018,Med Student 282
5/16/2016 7:57:42 AM,Med #1 KL,Accepted Online,2018,Med Student 282
5/16/2016 8:05:18 AM,MED #8 KL,Accepted Online,2018,Med Student 269
5/16/2016 8:09:23 AM,MED #8 KL,Accepted Online,2018,Med Student 269
5/16/2016 8:16:26 AM,Med #1 KL,Accepted Online,2018,Med Student 282
5/16/2016 8:34:33 AM,MED #9 KL,Accepted Online,2018,Med Student 282
5/16/2016 8:40:46 AM,MED #4 KL,Accepted Online,{null},Staff
5/16/2016 8:57:53 AM,MED #8 KL,Accepted Online,2018,Med Student 285
5/16/2016 9:05:56 AM,MED #9 KL,Accepted Online,2018,Med Student 249
5/16/2016 9:12:38 AM,MED #8 KL,Accepted Online,2018,Med Student 269
5/16/2016 9:22:41 AM,MED #4 KL,Accepted Online,2018,Med Student 269
5/16/2016 9:32:33 AM,MED #4 KL,Accepted Online,2018,Med Student 269
5/16/2016 10:13:30 AM,MED #4 KL,Accepted Online,2018,Med Student 269
5/16/2016 10:14:09 AM,MED #8 KL,Accepted Online,2018,Med Student 288
5/16/2016 10:33:26 AM,MED #9 KL,Accepted Online,2018,Med Student 249
5/16/2016 10:43:11 AM,MED #4 KL,Accepted Online,{null},Staff
5/16/2016 10:50:34 AM,MED #8 KL,Accepted Online,2018,Med Student 269
5/16/2016 11:00:53 AM,MED #8 KL,Accepted Online,2018,Med Student 285
5/16/2016 11:13:15 AM,Med Annex2,Accepted Online,2019,Med Student 404
5/16/2016 11:15:18 AM,MED #3 KL,Accepted Online,2019,Med Student 416
5/16/2016 11:15:19 AM,Med #1 KL,Accepted Online,2019,Med Student 380
5/16/2016 11:15:28 AM,MED #7 KL,Accepted Online,2019,Med Student 380
5/16/2016 11:15:29 AM,MED #5 KL,Accepted Online,2019,Med Student 416
5/16/2016 11:15:45 AM,MED #3 KL,Accepted Online,2019,Med Student 416
5/16/2016 11:15:46 AM,MED #7 KL,Accepted Online,2019,Med Student 380
5/16/2016 11:17:51 AM,MED #3 KL,Accepted Online,2019,Med Student 416
5/16/2016 11:20:11 AM,MED #8 KL,Accepted Online,2018,Med Student 285
5/16/2016 11:22:15 AM,Med Annex2,Accepted Online,2019,Med Student 318
5/16/2016 11:24:58 AM,MED #8 KL,Accepted Online,2019,Med Student 386
5/16/2016 11:25:36 AM,MED #9 KL,Accepted Online,2018,Med Student 249
5/16/2016 11:26:32 AM,MED #8 KL,Accepted Online,2019,Med Student 372
5/16/2016 11:26:51 AM,MED #8 KL,Accepted Online,2019,Med Student 386
5/16/2016 11:27:29 AM,Med Annex1,Accepted Online,2019,Med Student 318
5/16/2016 11:27:30 AM,Med Annex2,Accepted Online,2019,Med Student 387
5/16/2016 11:27:35 AM,MED #5 KL,Accepted Online,2019,Med Student 379
5/16/2016 11:28:02 AM,Med #2 KL,Accepted Online,2019,Med Student 379
5/16/2016 11:28:25 AM,Med Annex1,Accepted Online,2019,Med Student 379
5/16/2016 11:29:50 AM,MED #4 KL,Accepted Online,2018,Med Student 269
5/16/2016 11:32:00 AM,MED #7 KL,Accepted Online,2019,Med Student 380
5/16/2016 11:32:27 AM,MED #7 KL,Accepted Online,2019,Med Student 380
5/16/2016 11:36:48 AM,Med Annex2,Accepted Online,2019,Med Student 387
5/16/2016 11:41:56 AM,Med Annex1,Accepted Online,2019,Med Student 366
5/16/2016 11:49:28 AM,MED #8 KL,Accepted Online,2019,Med Student 372
