Door Access Actual DateTime,Door Name,Result,Expected Graduation year,Unique Identifier
12/5/2016 7:06:11 AM,Med Annex2,Accepted Online,{null},Staff
12/5/2016 7:37:47 AM,MED #6 KL,Accepted Online,2019,Med Student 367
12/5/2016 7:38:04 AM,MED #9 KL,Accepted Online,2019,Med Student 367
12/5/2016 7:38:17 AM,Med #2 KL,Accepted Online,2019,Med Student 367
12/5/2016 7:38:34 AM,MED #6 KL,Accepted Online,2019,Med Student 367
12/5/2016 7:44:04 AM,MED #9 KL,Accepted Online,{null},Staff
12/5/2016 7:44:12 AM,Med #2 KL,Accepted Online,{null},Staff
12/5/2016 7:44:19 AM,MED #3 KL,Accepted Online,{null},Staff
12/5/2016 7:44:32 AM,Med #1 KL,Accepted Online,{null},Staff
12/5/2016 7:44:51 AM,MED #5 KL,Accepted Online,{null},Staff
12/5/2016 7:44:59 AM,MED #7 KL,Accepted Online,{null},Staff
12/5/2016 7:45:40 AM,MED #8 KL,Accepted Online,{null},Staff
12/5/2016 7:45:54 AM,MED #8 KL,Accepted Online,2019,Med Student 430
12/5/2016 7:50:26 AM,MED #9 KL,Accepted Online,2019,Med Student 338
12/5/2016 7:52:04 AM,MED #9 KL,Accepted Online,2019,Med Student 338
12/5/2016 7:56:28 AM,MED #8 KL,Accepted Online,2019,Med Student 430
12/5/2016 8:16:46 AM,MED #8 KL,Accepted Online,2019,Med Student 430
12/5/2016 8:39:06 AM,Med Annex1,Accepted Online,2019,Med Student 338
12/5/2016 8:39:42 AM,MED #9 KL,Accepted Online,2019,Med Student 338
12/5/2016 8:46:20 AM,Med Annex2,Accepted Online,2019,Med Student 330
12/5/2016 9:01:12 AM,MED #8 KL,Accepted Online,2020,Med Student 562
12/5/2016 9:01:36 AM,MED #8 KL,Accepted Online,2020,Med Student 524
12/5/2016 9:03:52 AM,Med Annex2,Accepted Online,2020,Med Student 564
12/5/2016 9:04:57 AM,MED #8 KL,Accepted Online,2020,Med Student 567
12/5/2016 9:05:27 AM,MED #8 KL,Accepted Online,2020,Med Student 547
12/5/2016 9:05:59 AM,MED #8 KL,Accepted Online,2020,Med Student 563
12/5/2016 9:06:45 AM,MED #5 KL,Accepted Online,2020,Med Student 516
12/5/2016 9:06:47 AM,MED #8 KL,Accepted Online,2020,Med Student 543
12/5/2016 9:08:28 AM,Med #1 KL,Accepted Online,2020,Med Student 488
12/5/2016 9:08:59 AM,MED #3 KL,Accepted Online,2020,Med Student 488
12/5/2016 9:09:11 AM,Med #1 KL,Accepted Online,2020,Med Student 488
12/5/2016 9:09:44 AM,MED #3 KL,Accepted Online,2020,Med Student 488
12/5/2016 9:10:06 AM,Med #1 KL,Accepted Online,2020,Med Student 488
12/5/2016 9:10:32 AM,MED #3 KL,Accepted Online,2020,Med Student 488
12/5/2016 9:11:37 AM,MED #4 KL,Accepted Online,2019,Med Student 396
12/5/2016 9:11:57 AM,Med Annex2,Accepted Online,2020,Med Student 564
12/5/2016 9:12:11 AM,MED #8 KL,Accepted Online,2020,Med Student 543
12/5/2016 9:13:33 AM,Med Annex1,Accepted Online,2020,Med Student 564
12/5/2016 9:42:19 AM,Med Annex2,Accepted Online,2019,Med Student 330
12/5/2016 9:46:36 AM,MED #8 KL,Accepted Online,2019,Med Student 325
12/5/2016 9:49:33 AM,MED #8 KL,Accepted Online,2019,Med Student 325
12/5/2016 9:57:39 AM,MED #8 KL,Accepted Online,2019,Med Student 353
12/5/2016 10:03:53 AM,Med Annex1,Accepted Online,2020,Med Student 564
12/5/2016 10:04:58 AM,MED #6 KL,Accepted Online,2019,Med Student 367
12/5/2016 10:15:27 AM,MED #8 KL,Accepted Online,2020,Med Student 448
12/5/2016 10:18:38 AM,MED #5 KL,Accepted Online,2020,Med Student 488
12/5/2016 10:20:34 AM,Med #2 KL,Accepted Online,2020,Med Student 557
12/5/2016 10:20:43 AM,Med #1 KL,Accepted Online,2020,Med Student 557
12/5/2016 10:21:04 AM,MED #3 KL,Accepted Online,2020,Med Student 488
12/5/2016 10:24:34 AM,MED #8 KL,Accepted Online,2020,Med Student 547
12/5/2016 10:29:11 AM,Med #2 KL,Accepted Online,2019,Med Student 416
12/5/2016 10:29:35 AM,MED #7 KL,Accepted Online,2019,Med Student 416
12/5/2016 10:31:22 AM,MED #8 KL,Accepted Online,2020,Med Student 567
12/5/2016 10:32:48 AM,MED #7 KL,Accepted Online,2019,Med Student 416
12/5/2016 10:33:17 AM,Med Annex1,Accepted Online,2019,Med Student 416
12/5/2016 10:33:37 AM,MED #7 KL,Accepted Online,2019,Med Student 416
12/5/2016 10:39:31 AM,MED #8 KL,Accepted Online,2019,Med Student 426
